,type,locality,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,water_supply,building_type,balconies,rent,LIFT,GYM,INTERNET,AC,CLUB,INTERCOM,POOL,CPA,FS,SERVANT,SECURITY,SC,GP,RWH,STP,HK,PB,VP,city,furnishing_encoded,parking_encoded
8767,BHK3,Bellanduru,SEMI_FURNISHED,BOTH,1250,5.0,3.0,E,3.0,18.0,CORP_BORE,3,1.0,29000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,Bengaluru,1,3
8768,BHK2,AGS Layout,SEMI_FURNISHED,TWO_WHEELER,800,8.0,2.0,E,2.0,1.0,CORPORATION,1,1.0,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
8769,BHK2,Hoysala Nagara,SEMI_FURNISHED,TWO_WHEELER,750,10.0,2.0,E,2.0,1.0,CORP_BORE,2,1.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,0
8770,BHK1,Rajajinagar,NOT_FURNISHED,TWO_WHEELER,550,35.0,1.0,E,0.0,1.0,CORPORATION,1,1.0,11000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,0,0
8771,BHK1,Ramagondanahalli,SEMI_FURNISHED,TWO_WHEELER,500,2.0,1.0,E,1.0,3.0,BOREWELL,1,0.0,10500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,0
8772,BHK3,Bhuvaneshwari Nagar,SEMI_FURNISHED,BOTH,1600,9.0,2.0,N,3.0,0.0,CORP_BORE,3,2.0,22000.0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,Bengaluru,1,3
8773,BHK4,Varthur,SEMI_FURNISHED,BOTH,3200,1.0,6.0,N,4.0,0.0,BOREWELL,2,3.0,45000.0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,Bengaluru,1,3
8774,BHK2,Uttarahalli,SEMI_FURNISHED,BOTH,1050,5.0,2.0,N,3.0,3.0,CORP_BORE,3,1.0,14000.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Bengaluru,1,3
8775,BHK2,Kadugodi,NOT_FURNISHED,BOTH,1208,5.0,1.0,E,0.0,1.0,BOREWELL,1,1.0,9000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Bengaluru,0,3
8776,BHK2,HSR Layout,SEMI_FURNISHED,BOTH,600,0.0,1.0,E,2.0,1.0,BOREWELL,2,0.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
8777,BHK1,BTM Layout,SEMI_FURNISHED,TWO_WHEELER,650,3.0,1.0,N,1.0,1.0,CORPORATION,3,1.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bengaluru,1,0
8778,BHK2,C V Raman Nagar,SEMI_FURNISHED,BOTH,1150,8.0,2.0,E,2.0,1.0,CORPORATION,3,2.0,18000.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,Bengaluru,1,3
8779,BHK2,Hoodi,SEMI_FURNISHED,NONE,885,4.0,1.0,N,2.0,1.0,CORP_BORE,1,1.0,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,1
8780,BHK1,Koramangala,SEMI_FURNISHED,TWO_WHEELER,500,5.0,1.0,E,1.0,1.0,CORPORATION,2,1.0,8500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Bengaluru,1,0
8781,BHK2,Bellanduru,SEMI_FURNISHED,TWO_WHEELER,1150,5.0,2.0,E,3.0,3.0,CORP_BORE,3,1.0,22000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Bengaluru,1,0
8782,BHK2,Hosa Tippasandra,FULLY_FURNISHED,TWO_WHEELER,1200,10.0,2.0,E,0.0,2.0,CORPORATION,1,1.0,19000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,2,0
8783,BHK3,Pattanagere,SEMI_FURNISHED,BOTH,2200,5.0,3.0,E,6.0,0.0,CORP_BORE,2,1.0,24000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Bengaluru,1,3
8784,BHK2,Kamakshi Palya,SEMI_FURNISHED,TWO_WHEELER,700,0.0,2.0,W,2.0,1.0,CORPORATION,1,1.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,0
8785,BHK2,C V Raman Nagar,FULLY_FURNISHED,BOTH,1320,0.0,2.0,E,2.0,2.0,CORP_BORE,3,2.0,27000.0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,Bengaluru,2,3
8786,BHK2,Jayanagar,SEMI_FURNISHED,BOTH,1100,10.0,2.0,E,2.0,2.0,CORP_BORE,1,1.0,30000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,3
8787,BHK1,Dodda Nekkundi,FULLY_FURNISHED,BOTH,600,1.0,1.0,E,1.0,0.0,CORP_BORE,1,1.0,15500.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Bengaluru,2,3
8788,BHK2,Sitaramapalya,SEMI_FURNISHED,BOTH,1095,7.0,2.0,E,4.0,3.0,CORP_BORE,3,2.0,18000.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,Bengaluru,1,3
8789,BHK2,Varthur,SEMI_FURNISHED,BOTH,1100,1.0,2.0,E,2.0,2.0,CORP_BORE,1,2.0,13500.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Bengaluru,1,3
8790,BHK2,Bommanahalli,SEMI_FURNISHED,NONE,700,3.0,1.0,E,1.0,2.0,CORP_BORE,1,2.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,1
8791,BHK2,Bhoganahalli,SEMI_FURNISHED,BOTH,950,3.0,2.0,E,3.0,0.0,CORP_BORE,3,1.0,23000.0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Bengaluru,1,3
8792,BHK2,Varthur,FULLY_FURNISHED,BOTH,1300,1.0,2.0,W,2.0,3.0,BOREWELL,3,2.0,17000.0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,Bengaluru,2,3
8793,BHK2,Koramangala,SEMI_FURNISHED,BOTH,1000,10.0,2.0,S,2.0,1.0,CORPORATION,1,1.0,27000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,3
8794,BHK2,Dodda Nekkundi,SEMI_FURNISHED,TWO_WHEELER,600,0.0,2.0,E,2.0,1.0,CORPORATION,1,0.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,0
8795,BHK2,Cox Town,SEMI_FURNISHED,BOTH,1050,1.0,2.0,N,4.0,2.0,CORPORATION,3,2.0,30000.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Bengaluru,1,3
8796,BHK2,Ejipura,SEMI_FURNISHED,TWO_WHEELER,750,5.0,2.0,N,2.0,1.0,CORPORATION,1,1.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
8797,BHK2,Kaggadasapura,SEMI_FURNISHED,TWO_WHEELER,900,6.0,2.0,E,2.0,2.0,CORP_BORE,3,1.0,15000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Bengaluru,1,0
8798,BHK1,Vannarpetai,SEMI_FURNISHED,BOTH,495,30.0,1.0,N,3.0,3.0,CORPORATION,3,0.0,8000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,3
8799,BHK2,Chikkalasandra,SEMI_FURNISHED,BOTH,1300,8.0,2.0,E,0.0,11.0,CORPORATION,3,3.0,14000.0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,Bengaluru,1,3
8800,BHK2,Ramagondanahalli,SEMI_FURNISHED,BOTH,1220,12.0,2.0,W,2.0,0.0,CORP_BORE,3,2.0,20000.0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,Bengaluru,1,3
8801,BHK2,Basavanagudi,SEMI_FURNISHED,FOUR_WHEELER,850,4.0,2.0,E,2.0,2.0,CORPORATION,1,1.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,2
8802,BHK3,Agaram,SEMI_FURNISHED,BOTH,1333,0.0,3.0,E,3.0,2.0,CORP_BORE,3,1.0,37000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,3
8803,BHK2,Bellanduru,SEMI_FURNISHED,BOTH,1270,10.0,2.0,N,2.0,4.0,CORP_BORE,3,2.0,26000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,Bengaluru,1,3
8804,BHK2,Jayanagar,SEMI_FURNISHED,TWO_WHEELER,1000,30.0,1.0,W,2.0,2.0,CORPORATION,1,1.0,22000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Bengaluru,1,0
8805,BHK3,Hemmigepura,SEMI_FURNISHED,BOTH,1200,17.0,3.0,S,3.0,2.0,CORPORATION,1,1.0,18000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
8806,BHK1,Sarakki,SEMI_FURNISHED,TWO_WHEELER,500,5.0,1.0,S,2.0,1.0,CORPORATION,2,0.0,10500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,Bengaluru,1,0
8807,BHK2,Madiwala,SEMI_FURNISHED,BOTH,1010,10.0,2.0,S,2.0,1.0,CORP_BORE,3,2.0,22000.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Bengaluru,1,3
8808,BHK2,Nagarabhavi,SEMI_FURNISHED,TWO_WHEELER,11,6.0,2.0,W,2.0,1.0,CORPORATION,1,0.0,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
8809,BHK2,Brookefields,NOT_FURNISHED,BOTH,1000,7.0,2.0,E,0.0,4.0,CORP_BORE,3,1.0,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bengaluru,0,3
8810,BHK1,Kaggadasapura,SEMI_FURNISHED,TWO_WHEELER,800,5.0,1.0,E,1.0,0.0,BOREWELL,1,1.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
8811,BHK2,Bellanduru,SEMI_FURNISHED,BOTH,1255,2.0,2.0,E,2.0,9.0,CORP_BORE,3,2.0,25000.0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,Bengaluru,1,3
8812,BHK2,Panathur,SEMI_FURNISHED,BOTH,1017,0.0,2.0,E,2.0,1.0,CORPORATION,3,1.0,18000.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Bengaluru,1,3
8813,BHK2,Pattanagere,SEMI_FURNISHED,BOTH,965,5.0,2.0,E,5.0,3.0,CORP_BORE,3,1.0,14500.0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,Bengaluru,1,3
8814,BHK2,Dodda Nekkundi,SEMI_FURNISHED,BOTH,1330,1.0,2.0,E,2.0,5.0,CORP_BORE,3,1.0,32000.0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,Bengaluru,1,3
8815,BHK2,Hosa Tippasandra,SEMI_FURNISHED,TWO_WHEELER,1200,10.0,3.0,N,2.0,0.0,CORPORATION,2,0.0,25000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
8816,BHK2,Nagarabhavi,SEMI_FURNISHED,TWO_WHEELER,1600,15.0,2.0,N,2.0,1.0,CORP_BORE,1,2.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
8817,BHK2,Rajarajeshwari Nagar,SEMI_FURNISHED,TWO_WHEELER,1200,0.0,2.0,N,2.0,1.0,CORP_BORE,1,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,0
8818,BHK2,Bellanduru,SEMI_FURNISHED,BOTH,1350,1.0,2.0,E,2.0,0.0,CORP_BORE,3,2.0,24000.0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,Bengaluru,1,3
8819,BHK2,Ashok Nagar,SEMI_FURNISHED,TWO_WHEELER,850,0.0,2.0,N,5.0,3.0,CORP_BORE,1,2.0,27000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Bengaluru,1,0
8820,BHK3,Bellanduru,SEMI_FURNISHED,BOTH,1800,0.0,3.0,E,3.0,13.0,BOREWELL,3,2.0,35000.0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,Bengaluru,1,3
8821,BHK3,Rajarajeshwari Nagar,SEMI_FURNISHED,BOTH,1220,1.0,2.0,W,3.0,2.0,CORP_BORE,3,2.0,16000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Bengaluru,1,3
8822,BHK2,Jayanagar,SEMI_FURNISHED,BOTH,1080,15.0,2.0,N,3.0,0.0,CORP_BORE,3,2.0,22000.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,Bengaluru,1,3
8823,BHK1,HSR Layout,SEMI_FURNISHED,BOTH,450,1.0,1.0,E,2.0,0.0,CORPORATION,1,0.0,17000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Bengaluru,1,3
8824,BHK2,Kumaraswamy Layout,SEMI_FURNISHED,BOTH,1176,10.0,2.0,E,0.0,2.0,CORPORATION,3,1.0,16000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,Bengaluru,1,3
8825,BHK2,Konena Agrahara Ward,SEMI_FURNISHED,BOTH,600,15.0,2.0,E,2.0,0.0,CORPORATION,1,0.0,20000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,3
8826,BHK2,Ejipura,SEMI_FURNISHED,TWO_WHEELER,850,6.0,2.0,E,2.0,1.0,CORP_BORE,1,2.0,17000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Bengaluru,1,0
8827,BHK2,Hoodi,SEMI_FURNISHED,BOTH,1017,3.0,2.0,E,2.0,0.0,CORPORATION,3,1.0,19000.0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,Bengaluru,1,3
8828,BHK2,Hagadur,SEMI_FURNISHED,FOUR_WHEELER,1100,0.0,2.0,N,5.0,1.0,BOREWELL,3,1.0,20000.0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,Bengaluru,1,2
8829,BHK2,Kadugodi,NOT_FURNISHED,BOTH,1550,5.0,3.0,N,0.0,3.0,CORP_BORE,3,2.0,19000.0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,Bengaluru,0,3
8830,BHK2,Basavanagudi,SEMI_FURNISHED,BOTH,800,2.0,2.0,E,4.0,1.0,CORP_BORE,1,0.0,18000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bengaluru,1,3
8831,BHK2,Domlur,SEMI_FURNISHED,TWO_WHEELER,1200,10.0,2.0,N,2.0,1.0,CORPORATION,1,1.0,18000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
8832,BHK2,Lal Bahadur Shastri Nagar,SEMI_FURNISHED,TWO_WHEELER,750,2.0,2.0,N,2.0,0.0,CORP_BORE,1,0.0,11500.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,0
8833,BHK3,Garudachara Palya,SEMI_FURNISHED,BOTH,1273,0.0,2.0,E,3.0,1.0,CORP_BORE,3,1.0,25000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,Bengaluru,1,3
8834,BHK3,Shakambari Nagar,SEMI_FURNISHED,NONE,1300,10.0,2.0,N,2.0,2.0,CORPORATION,1,0.0,20000.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Bengaluru,1,1
8835,BHK1,GM Palya,SEMI_FURNISHED,BOTH,460,0.0,1.0,N,1.0,2.0,CORP_BORE,3,1.0,15000.0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,Bengaluru,1,3
8836,BHK1,Sriramamandir Ward,SEMI_FURNISHED,FOUR_WHEELER,600,10.0,2.0,E,2.0,0.0,CORP_BORE,2,1.0,9000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,Bengaluru,1,2
8837,BHK1,Ejipura,SEMI_FURNISHED,TWO_WHEELER,600,5.0,1.0,E,1.0,1.0,CORP_BORE,1,1.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
8838,BHK2,Austin Town,NOT_FURNISHED,TWO_WHEELER,650,4.0,1.0,E,0.0,1.0,CORPORATION,1,1.0,13500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,0,0
8839,BHK2,Chikkalasandra,SEMI_FURNISHED,BOTH,1280,6.0,2.0,N,2.0,3.0,CORPORATION,3,2.0,12000.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,3
8840,BHK1,HSR Layout,SEMI_FURNISHED,BOTH,600,1.0,1.0,N,1.0,0.0,CORPORATION,2,0.0,17500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
8841,RK1,Hoysala Nagara,SEMI_FURNISHED,NONE,300,20.0,1.0,E,1.0,0.0,CORPORATION,1,0.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Bengaluru,1,1
8842,BHK2,Nagarabhavi,NOT_FURNISHED,BOTH,1200,5.0,2.0,N,0.0,1.0,CORP_BORE,3,1.0,12500.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,0,3
8843,BHK2,Hagadur,SEMI_FURNISHED,TWO_WHEELER,950,5.0,1.0,E,2.0,1.0,CORP_BORE,1,1.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,0
8844,BHK1,Ejipura,SEMI_FURNISHED,TWO_WHEELER,400,4.0,1.0,N,1.0,3.0,CORPORATION,1,1.0,10500.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,Bengaluru,1,0
8845,BHK3,Konena Agrahara Ward,SEMI_FURNISHED,BOTH,1100,10.0,2.0,E,3.0,0.0,CORP_BORE,1,0.0,22000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,3
8846,BHK2,Jakkasandra,SEMI_FURNISHED,BOTH,1200,7.0,2.0,N,2.0,3.0,CORP_BORE,3,1.0,25000.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,Bengaluru,1,3
8847,BHK1,GM Palya,SEMI_FURNISHED,TWO_WHEELER,550,1.0,1.0,E,1.0,2.0,CORP_BORE,1,0.0,13500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Bengaluru,1,0
8848,BHK3,HSR Layout,SEMI_FURNISHED,TWO_WHEELER,1200,8.0,1.0,N,3.0,1.0,CORPORATION,1,1.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
8849,BHK2,Kumaraswamy Layout,SEMI_FURNISHED,TWO_WHEELER,600,5.0,2.0,E,2.0,1.0,CORP_BORE,1,0.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,0
8850,BHK2,BCC Layout,SEMI_FURNISHED,TWO_WHEELER,1000,5.0,2.0,W,2.0,0.0,CORPORATION,2,0.0,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
8851,BHK2,Vignananagar,SEMI_FURNISHED,TWO_WHEELER,1000,4.0,2.0,E,6.0,0.0,CORP_BORE,1,0.0,20000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
8852,BHK2,Munekolala,SEMI_FURNISHED,BOTH,1012,0.0,2.0,W,2.0,11.0,CORP_BORE,3,1.0,24000.0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,Bengaluru,1,3
8853,RK1,Bellanduru,SEMI_FURNISHED,BOTH,200,1.0,1.0,W,1.0,2.0,CORP_BORE,2,1.0,8000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,3
8854,BHK2,Kadugodi,SEMI_FURNISHED,NONE,1226,0.0,2.0,W,2.0,2.0,BOREWELL,3,3.0,17000.0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,Bengaluru,1,1
8855,BHK2,BTM Layout,SEMI_FURNISHED,NONE,850,5.0,1.0,E,0.0,2.0,CORPORATION,1,1.0,12000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,1
8856,BHK2,HAL Airport Ward,SEMI_FURNISHED,TWO_WHEELER,600,5.0,1.0,E,1.0,2.0,CORPORATION,2,0.0,13000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Bengaluru,1,0
8857,BHK2,Kaggadasapura,SEMI_FURNISHED,BOTH,1312,3.0,2.0,W,3.0,1.0,CORP_BORE,3,1.0,23000.0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,Bengaluru,1,3
8858,BHK2,Haralur,SEMI_FURNISHED,TWO_WHEELER,1100,5.0,2.0,N,2.0,1.0,CORP_BORE,1,1.0,15000.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,Bengaluru,1,0
8859,BHK3,Vasanth Nagar,SEMI_FURNISHED,TWO_WHEELER,1400,40.0,1.0,S,3.0,1.0,CORPORATION,3,1.0,23000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Bengaluru,1,0
8860,BHK2,Thubarahalli,SEMI_FURNISHED,BOTH,1050,3.0,2.0,E,2.0,3.0,CORP_BORE,3,1.0,21500.0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,Bengaluru,1,3
8861,BHK2,Banashankari,SEMI_FURNISHED,TWO_WHEELER,840,1.0,2.0,E,2.0,2.0,CORP_BORE,3,2.0,16950.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,Bengaluru,1,0
8862,BHK2,Rajarajeshwari Nagar,SEMI_FURNISHED,TWO_WHEELER,1000,0.0,2.0,E,2.0,0.0,CORP_BORE,1,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,0
8863,BHK2,Dodda Nekkundi,FULLY_FURNISHED,BOTH,850,3.0,2.0,W,4.0,1.0,BOREWELL,3,1.0,32000.0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,Bengaluru,2,3
8864,BHK1,Mangammanapalya,SEMI_FURNISHED,NONE,600,8.0,1.0,E,3.0,1.0,CORP_BORE,2,1.0,9500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bengaluru,1,1
8865,BHK2,Pulikeshinagar,SEMI_FURNISHED,NONE,750,5.0,1.0,N,2.0,2.0,CORP_BORE,1,2.0,16000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Bengaluru,1,1
8866,BHK2,Sunkenahalli Ward,SEMI_FURNISHED,TWO_WHEELER,650,25.0,2.0,E,2.0,1.0,CORPORATION,1,1.0,17000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,0
8867,BHK3,Rajarajeshwari Nagar,SEMI_FURNISHED,BOTH,2400,5.0,4.0,N,3.0,1.0,CORP_BORE,1,2.0,26000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,3
8868,BHK3,Garudachara Palya,SEMI_FURNISHED,BOTH,1337,0.0,2.0,E,7.0,0.0,BOREWELL,3,1.0,35000.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,Bengaluru,1,3
8869,BHK3,Rajajinagar,SEMI_FURNISHED,TWO_WHEELER,1150,8.0,2.0,W,5.0,0.0,CORP_BORE,1,0.0,20000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
8870,BHK2,Hoodi,SEMI_FURNISHED,BOTH,1900,2.0,2.0,E,5.0,1.0,CORP_BORE,3,2.0,16000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,3
8871,BHK2,Kadugodi,SEMI_FURNISHED,BOTH,1218,4.0,2.0,N,2.0,3.0,BOREWELL,3,3.0,25000.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,Bengaluru,1,3
8872,BHK2,Chamarajpet,SEMI_FURNISHED,TWO_WHEELER,810,10.0,1.0,E,2.0,0.0,CORPORATION,2,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,0
8873,BHK1,Kadugodi,SEMI_FURNISHED,TWO_WHEELER,650,3.0,1.0,N,2.0,0.0,CORP_BORE,1,0.0,8500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
8874,BHK1,Shivaji Nagar,SEMI_FURNISHED,TWO_WHEELER,500,6.0,1.0,N,1.0,1.0,CORPORATION,1,1.0,10000.0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,Bengaluru,1,0
8875,RK1,Bellanduru,FULLY_FURNISHED,BOTH,1200,5.0,1.0,E,2.0,2.0,BOREWELL,3,1.0,10000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,Bengaluru,2,3
8876,BHK2,Jakkasandra,SEMI_FURNISHED,BOTH,1040,4.0,2.0,N,2.0,2.0,CORPORATION,3,2.0,28000.0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,Bengaluru,1,3
8877,BHK3,Others,SEMI_FURNISHED,BOTH,1645,2.0,3.0,W,3.0,7.0,CORP_BORE,3,1.0,37000.0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,Bengaluru,1,3
8878,BHK3,Bellanduru,SEMI_FURNISHED,BOTH,1463,5.0,3.0,W,3.0,1.0,CORP_BORE,3,4.0,28500.0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,Bengaluru,1,3
8879,BHK2,Puttenahalli,SEMI_FURNISHED,TWO_WHEELER,850,5.0,1.0,E,2.0,2.0,CORP_BORE,1,2.0,15000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,0
8881,BHK2,Shankar Matt Ward,SEMI_FURNISHED,TWO_WHEELER,800,10.0,1.0,N,1.0,1.0,CORP_BORE,1,1.0,9500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
