,type,locality,property_size,property_age,bathroom,facing,cup_board,floor,water_supply,building_type,balconies,rent,LIFT,GYM,INTERNET,AC,CLUB,INTERCOM,POOL,CPA,FS,SERVANT,SECURITY,SC,GP,RWH,STP,HK,PB,VP,furnishing_encoded,parking_encoded
8335,2,Vasanthpura Ward,450,0,1,2,0,0,1,2,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
8336,3,HSR Layout,1500,6,3,4,1,0,1,2,0,16000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
8337,3,Konena Agrahara Ward,1100,5,2,1,2,0,1,2,0,17000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
8338,3,C V Raman Nagar,1200,5,2,2,1,1,1,2,2,17000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
8339,3,Bilekahalli,1100,1,2,2,2,0,2,2,0,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
8340,3,Padmanabha Nagar,1000,0,2,1,2,1,2,2,2,15000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8341,2,Munekolala,600,5,1,1,1,2,1,2,2,10500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
8342,3,Malleshpalya,576,15,2,2,1,0,1,2,0,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8343,3,Bhuvaneshwari Nagar,1500,0,2,1,2,2,1,2,1,25000.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3
8344,4,VV Puram,1250,10,2,1,3,0,1,2,0,34000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
8345,3,Rajarajeshwari Nagar,750,3,2,2,2,1,3,2,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
8346,3,Vidyapeeta ward,600,10,1,2,0,1,2,2,1,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8347,2,Cleveland Town,700,20,1,2,0,0,2,2,0,10000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8348,4,Sriramamandir Ward,800,20,2,2,3,1,1,2,1,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8349,2,Bhuvaneshwari Nagar,1500,10,1,3,3,1,2,2,1,10500.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
8350,4,Dodda Nekkundi,1500,5,3,2,3,0,2,2,1,32000.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3
8351,2,Sarakki,500,15,1,2,1,0,2,2,0,8500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8352,4,ISRO Layout,1000,13,2,1,3,1,1,2,1,16000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
8353,3,Bommanahalli,800,5,1,2,0,2,1,2,1,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8354,3,Maruthi Mandir ward,1200,5,2,2,2,0,2,2,1,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8355,3,Varthur,1100,5,1,4,3,1,3,2,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
8356,3,Nayandahalli Ward,1000,3,2,1,2,1,2,2,1,15000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8357,3,Hombegowda Nagara,1200,5,2,1,1,2,1,2,1,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8358,3,Shanthi Nagar,950,0,2,2,0,0,2,2,0,14000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
8359,3,Rajajinagar,650,0,1,1,2,0,2,2,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8360,3,Hosakerehalli,900,5,2,4,2,0,1,2,0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8361,3,Varthur,1100,5,2,1,2,0,1,2,1,25000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
8362,3,HAL Airport Ward,1352,7,2,1,2,0,1,2,1,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
8363,3,Jnana Bharathi,900,5,2,2,2,0,1,2,1,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
8364,3,Basaveshwaranagar,900,0,2,1,2,2,1,2,1,20000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
8365,2,Ejipura,400,3,1,1,1,0,2,2,0,12000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
8366,2,Konena Agrahara Ward,1100,5,1,2,1,2,2,2,0,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8367,2,Devarabeesanahalli,450,5,1,1,1,0,3,2,0,9500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
8368,3,GM Palya,1000,5,2,2,2,0,2,2,2,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
8369,3,Bellanduru,800,1,2,2,2,3,2,2,1,17500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,3
8370,3,Jakkasandra,750,3,2,2,2,2,1,2,1,18000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8371,3,Dodda Nekkundi,600,12,1,3,0,0,1,2,0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8372,3,Katriguppe,840,10,2,2,2,2,1,2,0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8373,4,Kaveri Layout,950,8,2,2,2,0,2,2,0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8374,3,Bellanduru,1600,6,2,4,2,1,2,2,1,19500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
8375,2,Ambalipura,650,15,1,2,2,0,2,2,0,18000.0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,2
8376,2,HSR Layout,450,1,1,1,1,2,2,2,1,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8377,3,Banashankari,500,10,1,2,2,0,2,2,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8378,4,Rajarajeshwari Nagar,1200,2,2,1,2,1,2,2,2,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8379,3,Srinagar,600,1,1,2,1,0,1,2,0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8380,3,Shanthi Nagar,600,3,2,3,1,2,1,2,0,18000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
8381,2,Haralur,650,3,1,1,1,0,3,2,0,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
8382,3,Konena Agrahara Ward,800,10,1,1,2,0,1,2,0,17000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,3
8383,3,Hosa Tippasandra,1000,12,1,2,0,0,1,2,0,20000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8384,3,Hosakerehalli,1200,6,2,2,2,1,2,2,1,12000.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
8385,2,Jogupalya,500,5,1,1,1,3,1,2,1,13000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8386,3,Pattabhiram Nagar,1450,10,2,2,2,0,1,2,0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8387,3,Rajarajeshwari Nagar,1500,10,3,2,3,0,1,2,0,18500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
8388,2,HSR Layout,900,16,1,3,1,0,1,2,0,17000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
8389,4,Domlur,1800,20,2,1,3,0,1,2,1,30000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
8390,3,Ambalipura,600,1,2,1,2,3,1,2,0,13500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8391,4,Hoodi,1600,3,3,2,3,0,2,2,1,26000.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,3
8392,3,Suddagunte Palya Ward,1200,5,1,1,1,0,2,2,0,18000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
8393,3,Munekolala,1400,3,2,2,2,1,2,2,0,30000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3
8394,3,Rajarajeshwari Nagar,1200,5,2,1,2,0,1,2,0,16000.0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,3
8395,3,Suddagunte Palya Ward,1000,3,2,3,3,0,2,2,1,19000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8396,3,Kaggadasapura,900,0,2,2,2,2,2,2,1,17000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8397,4,Rajarajeshwari Nagar,1000,3,2,1,3,1,2,2,0,18000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,3
8398,2,Madiwala,400,0,1,4,1,0,2,2,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8399,3,Katriguppe,1200,0,2,2,0,0,2,2,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8400,4,Banashankari,1800,10,3,2,3,0,1,2,0,30000.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
8401,4,Lakkasandra,1800,6,3,2,3,0,2,2,0,40000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
8402,2,Lakkasandra,330,0,1,3,1,3,2,2,1,12000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
8403,2,Sunkenahalli Ward,560,10,1,1,0,3,2,2,1,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8404,4,Domlur,1740,0,3,1,3,3,2,2,1,45000.0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3
8405,2,Sampangiram Nagar Ward,550,0,1,2,0,1,1,2,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8406,3,Ejipura,650,5,2,1,2,0,2,2,1,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
8407,3,BTM Layout,1000,10,2,2,2,0,2,2,0,17000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
8408,3,Dodda Nekkundi,800,16,2,1,2,0,1,2,0,18000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
8409,3,Dodda Nekkundi,750,4,1,1,2,2,1,2,1,14000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2
8410,2,GM Palya,700,10,1,1,1,2,2,2,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
8411,2,Udaya Nagar,900,1,1,2,1,0,3,2,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
8412,3,Jayanagar,750,20,2,3,2,0,1,2,0,20000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3
8413,3,Kumaraswamy Layout,1200,10,1,2,2,1,1,2,1,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8414,2,Maruthi Seva Nagar,300,1,1,2,1,2,3,2,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8415,3,C V Raman Nagar,800,2,2,1,2,1,1,2,1,13000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
8416,2,Jaraganahalli Ward,600,6,1,1,0,0,2,2,0,14000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
8417,4,Yelchenahalli Ward,1800,10,3,2,3,0,2,2,1,25000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
8418,3,Katriguppe,750,5,1,1,2,1,2,2,1,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8419,2,BTM Layout,1000,10,1,1,2,1,2,2,1,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
8420,3,Pattanagere,950,5,2,1,3,0,1,2,0,12000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
8421,4,Hosakerehalli,1300,5,3,2,3,0,2,2,1,18000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8422,3,Hoysala Nagara,1000,10,3,1,2,0,1,2,0,18000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8423,3,Katriguppe,1000,10,2,4,2,0,1,2,0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8424,3,Sunkenahalli Ward,750,1,1,1,1,0,1,2,0,12500.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
8425,4,Bellanduru,2000,14,3,1,2,0,2,2,0,32000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
8426,3,Kumaraswamy Layout,700,0,2,2,0,0,1,2,1,16000.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,3
8427,3,Puttenahalli,800,1,2,4,2,2,2,2,0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8428,3,Vignananagar,600,3,2,1,0,1,1,2,1,10500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8429,3,Hemmigepura,900,5,2,2,2,0,2,2,0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8430,3,Hosa Tippasandra,800,21,2,3,3,0,1,2,0,24000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8431,2,Hanumantha Nagar,650,5,1,2,1,0,2,2,0,9500.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
8432,3,Deepanjali Nagar,1200,10,1,3,2,0,1,2,0,15000.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3
8433,4,Chikkalasandra,1200,15,2,2,2,0,2,2,1,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
8434,2,Basavanagudi,600,10,1,2,1,0,2,2,0,10000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
8435,4,HAL Airport Ward,1200,10,2,2,2,1,2,2,1,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8436,4,Cleveland Town,1200,10,2,1,1,0,1,2,1,18000.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
8437,4,BTM Layout,1200,3,2,2,2,1,2,2,2,24000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8438,3,Ejipura,625,5,1,3,2,0,1,2,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8439,3,Dodda Nekkundi,700,5,1,2,3,0,2,2,0,14000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
8440,1,HSR Layout,150,3,1,2,1,4,2,2,0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
8441,4,JP Nagar,1300,5,2,1,3,1,2,2,1,35000.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
8442,3,BTM Layout,950,5,2,2,1,2,2,2,1,17500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
8443,3,Sunkenahalli Ward,600,0,2,1,2,0,1,2,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8444,2,Chamarajpet,550,6,1,2,0,0,1,2,1,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8445,3,Munekolala,1200,5,2,1,3,0,1,2,0,17500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8446,4,Sarakki,1100,12,3,2,3,0,1,2,1,17000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
8447,3,BCC Layout,850,5,2,1,1,1,1,2,1,15000.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
8448,4,Kaveri Layout,1500,5,2,1,3,1,2,2,1,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
8449,3,Others,750,1,2,2,2,0,1,2,0,9500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
8450,3,Lakkasandra,1150,10,1,2,2,0,1,2,0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8451,2,JP Nagar,800,5,1,1,1,1,2,2,0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8452,3,Koramangala,1000,20,2,2,2,2,1,2,2,30000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3
8453,2,Gayatri Nagar,300,5,1,2,0,0,2,2,0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8454,3,Hongasandra,500,3,2,4,0,1,3,2,1,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8455,1,Jakkasandra,450,1,1,2,1,0,1,2,0,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8456,3,Hoysala Nagara,1200,20,2,2,1,1,1,2,0,22000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
8457,2,Bellanduru,500,0,1,2,1,2,2,2,1,12000.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
8458,2,Domlur,600,6,1,1,1,1,1,2,1,14000.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8459,3,Dodda Nekkundi,1000,8,2,2,2,0,2,2,0,18000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
8460,4,Ejipura,1200,5,3,1,3,3,1,2,0,32000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3
8461,2,Madiwala,400,5,1,1,1,3,1,2,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8462,3,AGS Layout,1100,6,2,2,2,1,2,2,1,14000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8463,2,Udaya Nagar,450,3,1,2,0,2,1,2,1,8500.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8464,3,Maruthi Seva Nagar,1100,10,2,2,2,0,1,2,2,27000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3
8465,3,AECS Layout,950,5,2,3,2,1,2,2,1,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8466,1,BTM Layout,350,12,1,1,1,2,2,2,0,8500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
8467,3,Nagarabhavi,900,5,1,4,2,0,1,2,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3
8468,2,Jayanagar,600,1,1,4,0,0,1,2,0,9500.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8469,4,Benniganahalli Ward,2000,3,3,1,3,0,1,2,1,35000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
8470,4,Hosakerehalli,1300,14,3,4,3,0,2,2,2,13000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
8471,3,Narayanapura,1000,10,2,2,1,0,1,2,1,15500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
8472,3,HSR Layout,950,10,2,3,2,0,2,2,0,15000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8473,2,Vannarpetai,600,20,1,2,0,0,1,2,0,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8474,3,Ejipura,1000,5,2,2,2,0,2,2,1,22000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
8475,3,Konena Agrahara Ward,1200,8,2,2,2,0,1,2,1,24000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
8476,3,Udaya Nagar,1200,6,2,4,2,0,2,2,0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8477,3,Jayanagar,600,5,1,1,1,3,2,2,0,9000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8478,3,Sriramamandir Ward,600,20,1,2,1,1,2,2,1,12500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8479,3,Koramangala,600,10,1,2,1,0,1,2,0,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
8480,3,Munekolala,800,10,1,1,1,1,2,2,0,11000.0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
8481,3,Vannarpetai,800,15,2,4,2,0,1,2,0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
8482,3,Ejipura,1356,10,2,2,2,0,1,2,1,19000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
8483,4,Yelchenahalli Ward,1600,3,3,1,3,0,2,2,0,20000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
8484,3,HSR Layout,1200,6,2,2,1,0,1,2,1,22000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,3
8485,3,Madiwala,1300,20,2,1,2,0,1,2,0,20000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
8486,4,Koramangala,1200,10,3,1,3,1,1,2,1,30000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8487,3,Kaveri Layout,600,10,1,2,0,0,1,2,0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8488,3,Koramangala,1200,20,2,2,3,0,1,2,1,23000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8489,3,Agaram,500,5,1,2,1,2,1,2,1,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8490,4,Banashankari,1100,3,1,4,3,2,1,2,0,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
8491,5,Attiguppe,1800,10,3,4,3,1,2,2,2,28000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
8492,3,Varthur,1100,1,2,2,0,0,3,2,0,13000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
8493,3,Dodda Nekkundi,1000,10,2,1,2,0,2,2,0,15000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3
8494,4,Sarakki,1200,10,2,1,3,1,1,2,2,20000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
8495,2,Gurappanapalya Ward,600,5,1,1,1,1,1,2,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
8496,3,Munekolala,900,0,2,4,2,0,3,2,1,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8497,3,Yelchenahalli Ward,800,10,2,2,2,0,2,2,0,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8498,2,HAL Airport Ward,400,5,1,2,0,0,1,2,0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8499,3,Banashankari,1560,3,2,1,3,3,1,2,2,21500.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3
8500,2,Shakambari Nagar,600,1,1,2,1,3,2,2,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
8501,2,JP Nagar,600,10,1,2,3,1,1,2,1,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8502,4,Yelchenahalli Ward,2000,5,3,1,3,1,1,2,2,30000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
8503,3,BCC Layout,750,3,1,2,1,2,2,2,1,12000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
8504,2,Hoodi,400,3,1,2,1,1,3,2,1,10500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8505,4,JP Nagar,1200,20,2,1,3,1,1,2,1,24000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
8506,4,Dodda Nekkundi,1400,2,3,1,3,0,1,2,0,20000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3
8507,2,JP Nagar,600,1,1,4,1,1,1,2,1,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8508,3,Narayanapura,1200,3,2,1,3,2,1,2,1,13000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
8509,3,Vignananagar,1200,7,2,2,2,0,1,2,0,20000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3
8510,3,Vidyapeeta ward,700,10,1,2,2,0,2,2,0,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8511,1,Bellanduru,250,3,1,4,2,2,2,2,1,8300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
8512,3,Narayanapura,1000,0,2,2,2,2,2,2,0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
8513,4,Agaram,1800,10,4,2,3,0,1,2,0,42000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
