type,locality,gym,lift,swimming_pool,negotiable,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,water_supply,building_type,balconies,rent,LIFT,GYM,INTERNET,AC,CLUB,INTERCOM,POOL,CPA,FS,SERVANT,SECURITY,SC,GP,PARK,RWH,STP,HK,PB,VP,city,furnishing_encoded,parking_encoded
3,Madiwala,0,0,0,1,1000,10.0,2.0,2,4.0,0.0,1.0,CORPORATION,IF,0.0,18000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
2,Konena Agrahara Ward,0,0,0,1,2400,10.0,1.0,2,2.0,0.0,1.0,CORP_BORE,IH,1.0,14000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,Bengaluru,2,3
3,Jayanagar,0,0,0,1,1000,10.0,2.0,2,2.0,2.0,2.0,CORPORATION,IH,0.0,13000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
2,Wilson Garden,0,0,0,1,600,0.0,1.0,4,2.0,3.0,3.0,CORP_BORE,IF,2.0,15000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,Bengaluru,1,1
3,Koramangala,0,0,0,0,1200,10.0,2.0,2,2.0,0.0,2.0,CORP_BORE,IH,0.0,23000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,2
2,Narayanapura,0,0,0,1,500,1.0,1.0,2,1.0,2.0,3.0,CORPORATION,IH,1.0,10500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,0
4,Sarvagna Nagar,0,0,0,1,1500,4.0,3.0,3,3.0,1.0,2.0,CORP_BORE,IF,1.0,33000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,3
2,Konena Agrahara Ward,0,0,0,0,400,1.0,1.0,2,1.0,3.0,4.0,BOREWELL,IF,1.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Bengaluru,1,1
3,HSR Layout,0,1,0,1,1000,1.0,2.0,1,2.0,1.0,4.0,CORP_BORE,AP,2.0,18500.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,1,0
3,HSR Layout,0,0,0,1,800,8.0,2.0,3,2.0,0.0,3.0,CORPORATION,IF,0.0,17000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Bengaluru,1,1
4,Dodda Nekkundi,0,1,0,1,1250,8.0,3.0,2,10.0,3.0,4.0,BOREWELL,AP,3.0,21000.0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,Bengaluru,1,3
4,Rajarajeshwari Nagar,0,0,0,0,3200,3.0,3.0,1,3.0,1.0,2.0,CORP_BORE,IH,4.0,25000.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,Bengaluru,1,3
3,Nagarabhavi,0,0,0,1,1200,2.0,2.0,2,2.0,0.0,2.0,CORP_BORE,IF,1.0,9000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Bengaluru,1,3
3,Pulikeshinagar,0,0,0,1,1100,20.0,2.0,1,2.0,0.0,1.0,CORPORATION,IF,0.0,35000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Bengaluru,2,2
4,Katriguppe,0,0,0,0,2000,3.0,3.0,2,3.0,2.0,3.0,CORP_BORE,AP,2.0,20000.0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,Bengaluru,1,3
1,Brookefields,0,0,0,1,400,3.0,1.0,2,1.0,1.0,3.0,CORP_BORE,IF,0.0,8500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Dodda Nekkundi,0,1,0,1,1075,1.0,2.0,2,0.0,1.0,4.0,BOREWELL,AP,1.0,25000.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,Bengaluru,0,3
3,Hemmigepura,1,1,1,0,1122,1.0,2.0,2,2.0,1.0,4.0,CORP_BORE,AP,2.0,15000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,Bengaluru,1,2
3,Kottigepalya,0,0,0,1,800,3.0,1.0,2,1.0,0.0,2.0,CORP_BORE,IF,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
2,Hampi Nagar,0,0,0,0,350,20.0,1.0,2,1.0,0.0,1.0,CORPORATION,IF,0.0,8500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
2,Maruthi Seva Nagar,0,0,0,0,450,4.0,1.0,1,1.0,3.0,3.0,CORPORATION,IF,0.0,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,3
4,Kadugodi,1,1,1,1,1842,1.0,3.0,2,3.0,15.0,15.0,CORP_BORE,AP,2.0,32000.0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,Bengaluru,1,3
3,Munekolala,1,1,1,1,1012,0.0,2.0,2,2.0,5.0,13.0,CORP_BORE,AP,1.0,21000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,Bengaluru,1,3
2,Madiwala,0,0,0,1,600,3.0,1.0,2,1.0,2.0,4.0,CORPORATION,IF,0.0,11500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
2,Jaraganahalli Ward,0,0,0,1,450,1.0,1.0,1,1.0,2.0,3.0,CORP_BORE,IF,1.0,8000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Vignananagar,0,0,0,1,1050,5.0,1.0,3,2.0,1.0,1.0,CORPORATION,IF,1.0,14500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
2,HSR Layout,0,0,0,0,600,0.0,1.0,1,1.0,3.0,4.0,CORP_BORE,IF,1.0,15000.0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Amarjyothi Nagar,0,0,0,1,900,1.0,2.0,2,2.0,0.0,2.0,CORP_BORE,AP,0.0,12500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Madiwala,0,0,0,1,1100,7.0,2.0,2,3.0,2.0,3.0,CORP_BORE,IF,2.0,19000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Jnana Bharathi,0,0,0,1,1500,1.0,2.0,1,2.0,0.0,3.0,CORP_BORE,IH,0.0,16000.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,Bengaluru,1,0
1,Banashankari,0,1,0,1,900,5.0,1.0,1,3.0,4.0,4.0,CORP_BORE,AP,1.0,10000.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,Bengaluru,2,1
3,Banashankari,0,0,0,1,600,10.0,1.0,3,2.0,0.0,0.0,CORP_BORE,IH,0.0,17000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Kaggadasapura,0,1,0,1,1200,0.0,2.0,2,2.0,3.0,4.0,BOREWELL,AP,2.0,20000.0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,Bengaluru,1,3
3,Ejipura,0,0,0,1,600,1.0,1.0,2,0.0,1.0,2.0,CORP_BORE,IH,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,Bengaluru,0,3
4,HSR Layout,1,1,1,1,2000,3.0,3.0,1,3.0,3.0,11.0,BOREWELL,AP,3.0,36000.0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,Bengaluru,2,2
1,Vignananagar,0,0,0,0,300,3.0,1.0,1,1.0,3.0,3.0,CORP_BORE,IF,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Bengaluru,2,1
3,Hosa Tippasandra,0,0,0,0,750,10.0,2.0,1,2.0,0.0,2.0,CORPORATION,IF,0.0,13500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Dodda Nekkundi,0,0,0,1,700,12.0,2.0,2,2.0,2.0,3.0,CORPORATION,IF,1.0,20000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bengaluru,1,1
3,Bellanduru,0,0,0,1,1150,8.0,2.0,1,6.0,1.0,2.0,BOREWELL,IH,0.0,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bengaluru,1,1
3,Prakash Nagar Ward,0,0,0,1,1100,1.0,2.0,3,2.0,2.0,3.0,CORPORATION,IF,1.0,28000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,1
3,HSR Layout,0,0,0,1,940,0.0,2.0,1,0.0,2.0,4.0,CORP_BORE,AP,1.0,25000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Bengaluru,1,3
2,Koramangala,0,0,0,1,600,5.0,1.0,1,1.0,2.0,2.0,CORP_BORE,IF,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
2,Sriramamandir Ward,0,0,0,1,550,6.0,1.0,1,1.0,3.0,3.0,CORP_BORE,IF,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Hosakerehalli,0,0,0,0,800,4.0,1.0,1,0.0,0.0,2.0,CORP_BORE,IF,0.0,9600.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,0,1
3,Malleshpalya,0,1,0,0,1200,10.0,2.0,2,2.0,3.0,4.0,CORP_BORE,AP,2.0,15000.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,Bengaluru,1,3
2,Others,0,0,0,1,600,20.0,1.0,1,3.0,2.0,2.0,CORPORATION,IF,1.0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
1,Sarvagna Nagar,0,0,0,0,500,10.0,1.0,2,3.0,2.0,2.0,CORP_BORE,IF,1.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,Bengaluru,1,3
3,ISRO Layout,0,0,0,1,600,5.0,2.0,1,2.0,1.0,2.0,CORPORATION,IF,0.0,12000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
2,Konena Agrahara Ward,0,0,0,1,600,5.0,1.0,3,1.0,3.0,4.0,CORP_BORE,IF,1.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,1
3,Vidyapeeta ward,0,0,0,1,800,19.0,1.0,4,2.0,0.0,2.0,CORPORATION,IF,1.0,14000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,1,2
3,Dodda Nekkundi,0,0,0,1,1100,3.0,2.0,3,2.0,3.0,3.0,CORP_BORE,IF,2.0,21000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,1,3
3,Sriramamandir Ward,0,0,0,1,750,4.0,2.0,1,0.0,0.0,3.0,CORP_BORE,IF,0.0,12500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,0,1
3,Madiwala,0,0,0,0,500,10.0,1.0,1,1.0,1.0,2.0,CORPORATION,IF,1.0,10000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,1,0
2,Koramangala,0,0,0,1,550,5.0,1.0,2,0.0,2.0,4.0,CORP_BORE,IH,0.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
4,Kadugodi,1,1,1,0,1706,0.0,3.0,3,2.0,8.0,12.0,CORP_BORE,AP,1.0,32000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,Bengaluru,1,3
4,Bellanduru,0,0,0,0,1600,0.0,2.0,2,3.0,1.0,6.0,CORP_BORE,AP,3.0,40000.0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,Bengaluru,1,3
2,Hagadur,0,0,0,0,500,0.0,1.0,1,1.0,2.0,3.0,CORPORATION,IF,1.0,8500.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,Bengaluru,1,1
4,Ejipura,0,0,0,1,840,7.0,2.0,1,1.0,1.0,2.0,CORP_BORE,IF,1.0,17000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,HSR Layout,0,0,0,0,1200,8.0,2.0,3,2.0,1.0,4.0,CORP_BORE,IF,1.0,20000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Shivanagara,0,1,0,1,900,0.0,2.0,1,2.0,4.0,4.0,CORP_BORE,AP,2.0,25000.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,Bengaluru,1,1
3,Jakkasandra,0,0,0,1,640,3.0,2.0,2,2.0,3.0,3.0,CORPORATION,IF,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
4,Lal Bahadur Shastri Nagar,0,0,0,1,1200,10.0,3.0,2,3.0,0.0,1.0,BOREWELL,IF,2.0,15000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Bengaluru,1,3
3,Thippasandra,0,0,0,1,1300,10.0,2.0,1,7.0,2.0,2.0,CORP_BORE,IH,3.0,24000.0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,Bengaluru,1,3
3,Bellanduru,0,0,0,1,900,0.0,1.0,1,2.0,0.0,5.0,CORP_BORE,IF,0.0,15000.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
3,Yemaluru,1,1,1,1,1085,1.0,2.0,4,2.0,3.0,5.0,CORPORATION,AP,2.0,22000.0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,1,3
3,Rajarajeshwari Nagar,1,1,0,1,1000,0.0,2.0,2,2.0,1.0,3.0,CORP_BORE,IF,2.0,15000.0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,Bengaluru,1,3
3,Yelchenahalli Ward,0,0,0,1,600,0.0,1.0,1,1.0,0.0,2.0,CORPORATION,IH,1.0,12000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,3
3,Bellanduru,0,1,0,1,1156,9.0,2.0,2,2.0,1.0,4.0,BOREWELL,AP,2.0,22000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,Bengaluru,1,3
3,Hongasandra,0,0,0,0,950,3.0,2.0,1,2.0,0.0,4.0,CORP_BORE,IF,0.0,12900.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Varthur,1,1,1,1,1100,1.0,2.0,2,2.0,2.0,4.0,BOREWELL,AP,2.0,15500.0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,Bengaluru,1,3
2,Varthur,1,1,1,0,700,0.0,1.0,1,3.0,13.0,13.0,BOREWELL,AP,1.0,18000.0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,Bengaluru,1,1
3,Munekolala,1,1,1,1,1210,0.0,2.0,4,2.0,9.0,19.0,BOREWELL,AP,2.0,24000.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,Bengaluru,1,3
3,Dodda Nekkundi,0,0,0,1,900,10.0,2.0,1,2.0,0.0,2.0,CORPORATION,IH,0.0,22000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,2
3,Mangammanapalya,0,0,0,1,795,10.0,2.0,2,2.0,0.0,0.0,CORP_BORE,IH,0.0,20000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,1,3
3,Jaraganahalli Ward,0,1,0,1,1200,8.0,2.0,2,2.0,3.0,5.0,CORP_BORE,AP,3.0,20000.0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,Bengaluru,1,3
3,BTM Layout,0,0,0,1,650,6.0,2.0,2,2.0,1.0,3.0,CORP_BORE,IF,0.0,14000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Katriguppe,0,1,0,1,1300,8.0,2.0,1,6.0,4.0,4.0,CORPORATION,AP,1.0,20500.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,2,2
4,Bellanduru,1,1,0,1,1550,4.0,3.0,1,5.0,4.0,4.0,CORP_BORE,AP,2.0,27000.0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,Bengaluru,1,3
4,Bellanduru,1,1,1,1,1255,3.0,2.0,2,0.0,2.0,18.0,CORPORATION,AP,1.0,32000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bengaluru,1,3
4,Madiwala,0,0,0,1,780,5.0,2.0,3,2.0,0.0,2.0,CORPORATION,IF,0.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,1
3,Brookefields,1,1,1,1,1190,0.0,2.0,2,2.0,2.0,3.0,CORP_BORE,AP,1.0,25000.0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,Bengaluru,1,3
4,Panathur,1,1,0,1,1535,1.0,3.0,2,4.0,4.0,4.0,BOREWELL,AP,1.0,29000.0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Bengaluru,2,3
3,Lal Bahadur Shastri Nagar,0,0,0,1,900,9.0,2.0,4,3.0,0.0,1.0,CORPORATION,AP,0.0,14000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Bengaluru,1,1
3,Nallurahalli,1,1,1,1,1100,3.0,2.0,2,2.0,2.0,4.0,BOREWELL,AP,2.0,20000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,Bengaluru,1,3
3,Mangammanapalya,0,0,0,0,1040,8.0,2.0,1,2.0,2.0,4.0,CORPORATION,AP,3.0,27000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,Bengaluru,1,3
3,Vidyapeeta ward,0,0,0,1,500,8.0,1.0,2,1.0,2.0,3.0,BOREWELL,IF,0.0,11000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
2,Vijayanagar,0,0,0,0,500,3.0,1.0,1,1.0,0.0,2.0,CORP_BORE,IF,0.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Madiwala,0,0,0,1,800,6.0,2.0,2,2.0,2.0,2.0,CORPORATION,IF,0.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Agaram,1,1,0,0,1200,0.0,2.0,1,2.0,2.0,4.0,CORP_BORE,AP,2.0,25000.0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,Bengaluru,1,3
3,Rajarajeshwari Nagar,0,0,0,1,750,4.0,2.0,2,2.0,0.0,0.0,CORPORATION,IH,1.0,8500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Konena Agrahara Ward,0,1,0,1,1150,10.0,2.0,2,6.0,2.0,4.0,CORP_BORE,AP,2.0,22000.0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,Bengaluru,2,3
2,Madiwala,0,0,0,0,600,0.0,1.0,1,1.0,4.0,4.0,CORP_BORE,IF,0.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Bengaluru,1,1
3,Padmanabha Nagar,0,0,0,1,650,6.0,2.0,2,2.0,1.0,2.0,CORP_BORE,IF,0.0,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
1,Hosa Tippasandra,0,1,0,0,250,0.0,1.0,2,2.0,0.0,3.0,CORPORATION,AP,1.0,10000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bengaluru,1,1
2,Gurappanapalya Ward,0,0,0,1,550,1.0,1.0,1,0.0,3.0,4.0,CORPORATION,AP,1.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,0,1
2,Vannarpetai,0,0,0,1,350,10.0,1.0,4,1.0,2.0,3.0,CORP_BORE,IF,1.0,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Bengaluru,1,1
4,Hongasandra,1,1,1,1,1590,0.0,2.0,4,0.0,14.0,22.0,BOREWELL,AP,2.0,36000.0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Bengaluru,0,3
2,Hosakerehalli,0,0,0,1,600,12.0,1.0,1,1.0,1.0,2.0,CORP_BORE,IF,1.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Hagadur,1,1,1,1,1235,1.0,2.0,2,0.0,1.0,4.0,CORPORATION,AP,2.0,21000.0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,Bengaluru,1,3
3,Madiwala,0,0,0,1,750,0.0,2.0,2,2.0,1.0,3.0,CORP_BORE,IF,2.0,17000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
3,Thubarahalli,1,1,1,0,1145,8.0,2.0,2,4.0,1.0,3.0,BOREWELL,AP,1.0,19500.0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,Bengaluru,1,2
4,Konena Agrahara Ward,0,0,0,0,1200,7.0,2.0,2,3.0,1.0,3.0,CORPORATION,IF,0.0,25000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,3
3,Varthur,1,1,1,1,1167,0.0,2.0,4,2.0,4.0,11.0,CORP_BORE,AP,2.0,20000.0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,Bengaluru,1,3
4,Hoodi,1,1,1,1,1645,7.0,3.0,1,4.0,4.0,10.0,CORP_BORE,AP,2.0,27500.0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,Bengaluru,1,3
3,Bellanduru,0,1,0,1,1250,8.0,2.0,4,2.0,1.0,4.0,CORPORATION,AP,2.0,21000.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Bengaluru,1,3
4,Kaggadasapura,1,0,0,1,2400,5.0,4.0,2,3.0,0.0,1.0,CORP_BORE,IH,1.0,28000.0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,Bengaluru,1,3
4,Mangammanapalya,0,0,0,1,2000,1.0,3.0,2,3.0,2.0,3.0,BOREWELL,IH,2.0,25500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Bengaluru,1,3
3,Thubarahalli,1,1,1,1,1210,0.0,2.0,3,2.0,12.0,14.0,BOREWELL,AP,1.0,21000.0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,Bengaluru,1,3
3,Malleshpalya,0,0,0,0,1100,10.0,1.0,1,3.0,0.0,1.0,CORP_BORE,IF,0.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,Bengaluru,1,1
1,Malleshpalya,0,0,0,1,725,5.0,1.0,2,1.0,2.0,2.0,CORPORATION,AP,1.0,9500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
4,Kadugodi,0,0,0,1,1285,5.0,2.0,2,2.0,1.0,5.0,CORPORATION,AP,1.0,17000.0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,Bengaluru,1,3
3,Konena Agrahara Ward,0,1,1,0,1100,9.0,2.0,3,2.0,4.0,5.0,CORP_BORE,AP,2.0,26000.0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,Bengaluru,1,3
3,Vidyapeeta ward,0,0,0,0,650,13.0,1.0,2,2.0,2.0,2.0,CORP_BORE,IF,0.0,9500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Bellanduru,0,0,0,1,900,5.0,2.0,1,2.0,0.0,3.0,CORPORATION,IF,0.0,19000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
2,Yediyur Ward,0,0,0,1,500,10.0,1.0,4,0.0,0.0,2.0,CORP_BORE,IF,0.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,0,1
3,Dodda Nekkundi,0,0,0,1,720,1.0,1.0,2,2.0,3.0,4.0,CORP_BORE,IH,1.0,14000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Bengaluru,1,1
4,Dodda Nekkundi,1,1,1,1,1890,0.0,3.0,4,3.0,3.0,14.0,CORPORATION,AP,2.0,35000.0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,3
5,Srinagar,0,0,0,1,1200,0.0,2.0,1,4.0,1.0,2.0,CORP_BORE,IF,0.0,17000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bengaluru,1,3
3,Madiwala,0,0,0,1,600,6.0,2.0,2,2.0,2.0,3.0,CORP_BORE,IF,0.0,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Banashankari,0,0,0,1,1100,10.0,2.0,1,0.0,0.0,0.0,CORPORATION,IH,0.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Narayanapura,0,0,0,1,640,5.0,1.0,2,1.0,0.0,2.0,CORP_BORE,IH,1.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
4,Bellanduru,0,1,0,1,1745,5.0,3.0,2,4.0,2.0,5.0,BOREWELL,AP,3.0,39000.0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,Bengaluru,2,2
2,JP Nagar,0,0,0,1,600,8.0,2.0,1,2.0,2.0,2.0,CORPORATION,IF,1.0,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
4,Hongasandra,1,1,1,1,1890,2.0,3.0,1,2.0,3.0,21.0,CORP_BORE,AP,2.0,40000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,Bengaluru,1,2
