,Property Type,Property Size,Property Age,Number of Bathrooms,Property Facing Direction,Cupboard Availability,Floor Information,Water Supply Type,Building Type,Number of Balconies,Property Rent,Lift Availability,Gym Availability,Internet Availability,Air Conditioning Availability,Clubhouse Availability,Intercom Availability,Pool Availability,Covered Parking Availability,Fire Safety Measures,Servant Room Availability,Security Measures,Solar Charging Availability,Greenery/Park View,Rainwater Harvesting Availability,Sewage Treatment Plant Availability,Housekeeping Services,Power Backup Availability,Visitor Parking Availability,Furnishing Type (Encoded),Parking Type (Encoded),Property Zone - Bangalore East,Property Zone - Bangalore North,Property Zone - Bangalore South
1421,3,700,3,2,1,1,1,2,3,0,12500.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
1423,3,1270,1,2,2,2,1,3,3,2,25000.0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,3,1,0,0
1428,4,1500,8,3,2,4,3,2,3,3,33000.0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,3,0,0,1
1429,2,650,1,1,2,1,3,3,3,1,15000.0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,3,1,0,0
1432,3,1000,7,2,2,2,2,2,3,2,25000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,1,0,0
1434,3,1200,10,2,2,2,1,1,3,1,18000.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,3,1,0,0
1436,4,1225,20,2,4,3,1,2,3,1,20000.0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,3,1,0,0
1440,3,1192,1,2,4,2,3,2,3,1,24000.0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,3,1,0,0
1445,3,1172,3,2,1,2,5,3,3,2,29000.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,0,0
1446,3,1180,0,2,2,2,4,3,3,1,18000.0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,3,1,0,0
1448,4,1530,0,3,1,3,0,2,3,2,25000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,3,1,0,0
1452,3,1230,2,2,2,2,2,2,3,2,23000.0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,3,1,0,0
1453,4,1875,5,3,2,3,8,2,3,2,34000.0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,3,1,0,0
1460,3,1049,13,2,2,4,1,3,3,1,21500.0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,3,0,0,1
1462,4,1545,10,2,1,4,0,3,3,1,23000.0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,3,1,0,0
1467,3,1200,2,2,4,1,0,2,3,2,18500.0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,3,1,0,0
1472,4,1500,0,2,2,2,1,2,3,2,27000.0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0
1473,3,1145,0,2,2,2,0,2,3,2,22000.0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,3,1,0,0
1475,3,950,0,2,4,2,1,2,3,1,25500.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,0,0,1
1476,3,1200,11,2,2,2,2,1,3,2,30000.0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,2,3,1,0,0
1478,3,1290,8,2,4,4,5,2,3,2,30000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,3,0,0,1
1482,3,950,15,1,4,2,2,1,3,1,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1484,4,1600,9,2,4,4,4,2,3,3,30000.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,3,1,0,0
1485,4,1700,10,3,2,3,6,3,3,3,30000.0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0
1486,2,400,1,1,1,1,2,2,3,1,13000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,1,0,0
1488,3,1100,0,2,2,4,2,3,3,1,22000.0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,2,1,0,0
1492,3,1290,2,2,2,2,2,3,3,2,30000.0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,2,3,1,0,0
1494,4,1865,5,2,4,2,9,2,3,2,28000.0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,3,1,0,0
1495,2,1000,1,1,2,1,2,2,3,1,18000.0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,3,1,0,0
1497,3,1300,0,2,1,2,1,2,3,0,19000.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,3,0,1,0
1498,3,1165,2,2,1,2,4,2,3,2,24000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,2,3,1,0,0
1499,3,1140,3,2,1,3,3,3,3,1,18000.0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,2,3,1,0,0
1502,3,1190,0,2,2,2,12,2,3,1,32000.0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,2,3,1,0,0
1506,3,1245,10,2,2,3,2,1,3,3,20000.0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,3,0,0,1
1508,4,1390,3,2,2,3,2,2,3,2,17000.0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,3,0,0,1
1511,3,1150,1,2,4,4,1,2,3,1,17500.0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,3,1,0,0
1522,3,1206,2,2,1,2,2,1,3,1,20000.0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,2,0,1,0,0
1523,3,1805,1,2,2,2,9,3,3,1,30000.0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,3,1,0,0
1525,4,1300,7,3,2,3,2,2,3,3,15000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,1
1526,4,1300,10,2,2,4,3,2,3,3,23000.0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,3,1,0,0
1528,3,1210,1,2,4,3,1,3,3,1,23000.0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,3,1,0,0
1529,3,1300,10,2,3,2,0,2,3,2,25000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,3,1,0,0
1531,4,1504,4,2,2,4,0,2,3,1,26000.0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0
1532,3,1150,10,2,2,3,1,2,3,2,18000.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,3,1,0,0
1536,4,1500,8,3,2,3,1,1,3,3,30000.0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,3,1,0,0
1540,3,1000,3,2,2,1,3,2,3,0,17000.0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,3,1,0,0
1548,3,1195,7,2,3,2,3,1,3,2,26000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,1,0,0
1551,4,1560,9,3,1,3,1,1,3,3,31000.0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,3,0,0,1
1552,3,1200,10,2,1,2,1,1,3,1,12500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
1553,3,1076,3,2,1,2,1,2,3,2,18000.0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,3,1,0,0
1560,3,1000,3,2,1,2,1,2,3,0,25000.0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,3,0,0,1
1563,3,1200,0,2,2,2,1,3,3,0,15000.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
1564,3,1210,9,2,2,2,3,3,3,1,14000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0
1565,3,1250,18,2,1,2,2,2,3,1,30000.0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,2,3,1,0,0
1567,4,1684,0,3,2,3,1,3,3,3,20000.0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,3,0,0,1
1569,3,1200,3,2,1,2,2,2,3,1,13000.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,3,0,0,1
1571,3,850,1,2,1,2,1,3,3,1,20000.0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0
1572,3,1300,5,2,2,2,0,2,3,1,16500.0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,3,1,0,0
1574,3,1000,10,2,1,1,0,2,3,1,15000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,1,0,0
1576,4,1500,3,2,4,3,3,2,3,3,20000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0
1579,4,1540,5,3,2,3,1,1,3,3,10000.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,3,1,0,0
1580,4,1500,1,2,1,3,2,2,3,3,16000.0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,3,0,0,1
1581,4,1500,0,3,1,3,0,2,3,2,42000.0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,2,3,0,1,0
1584,3,1300,0,2,2,2,1,3,3,2,24000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,2,1,0,0
1586,3,850,0,2,2,4,0,3,3,1,17000.0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,3,1,0,0
1587,4,1541,7,3,2,3,1,2,3,3,32000.0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,2,1,0,0
1595,4,1504,2,2,2,3,4,2,3,3,20000.0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,3,1,0,0
1596,3,1220,10,2,2,3,3,2,3,2,22500.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,3,1,0,0
1597,3,1193,0,2,2,2,9,1,3,2,36000.0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,3,1,0,0
1600,2,400,10,1,4,1,0,1,3,0,9000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1
1601,3,1075,10,2,2,4,1,2,3,1,20000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0
1607,3,1000,0,2,2,3,3,2,3,1,16500.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,0,0,1
1611,3,1350,15,2,3,4,7,2,3,2,30000.0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,3,0,0,1
1615,4,1500,7,2,1,4,3,2,3,2,24000.0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,2,1,0,0
1616,4,1550,0,3,1,3,1,2,3,3,20000.0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,3,0,0,1
1617,3,1048,0,2,2,2,6,3,3,1,18000.0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,3,1,0,0
1620,3,1200,3,2,4,2,3,2,3,2,15000.0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,3,0,0,1
1626,3,1185,12,2,1,2,2,2,3,2,27000.0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,3,0,0,1
1627,4,1370,1,3,1,2,1,3,3,3,24000.0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,0,0
1628,4,1169,0,2,2,3,2,2,3,1,26000.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
1629,3,1150,1,2,2,2,1,2,3,2,21000.0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,3,1,0,0
1630,4,1555,8,2,1,2,2,2,3,0,23000.0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,3,1,0,0
1633,3,1170,10,2,1,1,2,1,3,3,19000.0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,3,1,0,0
1640,3,1010,6,2,3,4,2,2,3,1,18000.0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,3,1,0,0
1646,3,1106,2,2,4,2,3,2,3,2,21000.0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,3,1,0,0
1648,3,1360,4,2,2,2,2,2,3,1,23000.0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,3,1,0,0
1652,3,1126,3,2,2,2,3,3,3,1,16500.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,3,1,0,0
1654,4,1537,0,3,2,3,9,1,3,2,32000.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,0,0
1655,3,1250,5,2,2,2,2,3,3,2,20000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,3,1,0,0
1657,3,1197,0,2,4,2,6,3,3,1,29000.0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,2,0,0,1
1659,3,1000,1,2,2,2,3,2,3,2,14000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,1
1672,3,1440,0,2,2,2,0,2,3,1,31000.0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,3,1,0,0
1675,3,1402,0,2,1,2,9,2,3,2,20000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0
1681,4,1500,0,3,1,3,3,2,3,0,15000.0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,3,0,0,1
1682,4,1720,0,3,2,3,6,2,3,3,29000.0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,3,1,0,0
1686,3,1223,0,2,4,2,3,3,3,3,18000.0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,3,0,0,1
1687,4,1200,10,2,1,3,0,2,3,1,22000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,1,0
1694,3,1200,1,2,2,3,4,2,3,2,23000.0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,3,0,0,1
1696,3,900,10,2,2,1,0,2,3,0,22000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1699,2,500,10,1,4,1,1,3,3,2,9000.0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1704,3,1144,0,2,1,2,1,3,3,2,16000.0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,2,1,0,0
1706,4,1375,0,2,2,3,0,2,3,3,18500.0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,3,0,0,1
1708,4,1800,5,4,4,3,9,1,3,3,32000.0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,3,1,0,0
1711,3,1100,7,2,2,2,1,2,3,0,23000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,3,1,0,0
1714,4,1420,2,2,4,3,1,2,3,3,18000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,0,0,1
1719,3,1095,2,2,2,2,2,2,3,2,13000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0
1722,4,1290,5,2,4,3,3,3,3,2,21500.0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,3,0,0,1
1725,3,1260,4,2,2,2,2,3,3,2,23000.0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,2,1,0,0
1726,4,1700,0,3,1,3,3,2,3,2,48000.0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,3,0,0,1
1730,3,1250,10,2,2,2,1,2,3,2,25000.0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,2,1,0,0
1731,3,1320,1,2,1,2,2,2,3,2,18000.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,3,0,0,1
1733,3,1321,1,2,1,2,4,2,3,2,25000.0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,3,1,0,0
1734,3,1139,0,2,2,2,9,3,3,0,20000.0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,1,0,0
1735,3,950,10,2,2,2,3,3,3,2,20000.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,1,0,0
1736,3,1100,5,2,2,2,2,2,3,0,17000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0
1737,3,1075,15,2,2,2,3,1,3,1,20000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,1
1739,4,1490,3,2,2,3,2,2,3,2,15000.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,3,0,0,1
1740,3,1480,10,2,2,4,2,1,3,2,42000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,2,3,0,1,0
1745,3,1100,8,2,3,2,4,2,3,2,26000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
1748,4,1490,5,2,2,3,1,2,3,3,23000.0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,1,0,0
1749,3,1160,5,2,2,2,3,3,3,1,25000.0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,3,1,0,0
1750,4,1600,2,3,1,3,4,1,3,1,23000.0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,2,3,1,0,0
1752,4,1430,0,2,2,3,1,3,3,3,22000.0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,3,1,0,0
1753,3,950,1,2,2,2,4,3,3,0,19000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,3,0,0,1
1759,3,1076,3,2,1,4,1,3,3,2,20000.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,3,1,0,0
1761,4,1375,4,2,4,3,1,2,3,2,20000.0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,3,1,0,0
1762,3,1065,8,2,1,2,1,2,3,1,23000.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,3,1,0,0
1764,3,1341,0,2,4,2,10,2,3,1,28000.0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,3,1,0,0
1765,4,1800,2,3,2,2,3,3,3,2,18000.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,3,0,0,1
1766,3,1240,4,2,1,2,7,2,3,2,25000.0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,3,1,0,0
1768,3,1047,0,2,2,2,8,2,3,1,26000.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,0,0
1771,3,1200,7,2,2,4,4,2,3,2,22000.0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,3,1,0,0
1779,4,1550,8,3,2,3,3,2,3,2,23000.0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,3,1,0,0
1783,3,1070,3,2,1,2,2,3,3,2,21000.0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,3,1,0,0
1790,4,1420,5,2,2,3,5,2,3,3,23500.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,3,1,0,0
1792,3,1200,3,2,1,2,2,3,3,3,17500.0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,3,1,0,0
1804,4,1250,0,2,1,2,4,2,3,0,38000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,3,0,1,0
1805,4,1655,3,2,2,3,3,3,3,2,25000.0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,3,1,0,0
1806,4,1700,5,3,2,2,3,3,3,3,35000.0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,3,0,0,1
1810,3,1250,20,2,2,2,1,2,3,2,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,0
1815,3,1160,3,2,2,4,1,3,3,1,22000.0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,3,1,0,0
1817,3,1115,4,2,2,2,2,1,3,1,18000.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,3,1,0,0
1818,4,1400,3,3,1,2,4,1,3,2,28000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,3,1,0,0
1821,3,1100,6,2,1,2,2,2,3,1,22000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,1,0,0
1822,2,350,2,1,2,1,1,2,3,0,13000.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,3,0,1,0
1823,4,1645,5,3,1,3,3,2,3,2,25000.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,0,0
1826,3,1321,2,2,2,3,12,1,3,1,28000.0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,3,1,0,0
1827,3,1280,13,2,2,3,3,2,3,1,17000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,1
1828,3,1300,3,2,2,1,0,1,3,2,25000.0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
1831,4,1850,2,3,1,3,3,2,3,2,40000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,1,0,0
1833,3,1165,5,2,2,2,2,2,3,2,26000.0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,3,1,0,0
1835,3,1208,2,2,2,4,2,3,3,1,24000.0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,3,1,0,0
1836,4,1590,2,2,1,3,20,2,3,2,36000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,1
1845,4,1850,0,3,3,3,6,3,3,3,40000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,1
1849,2,550,7,1,3,1,4,2,3,0,16000.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,1
1850,2,900,15,1,4,1,1,2,3,1,14000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1
1855,3,1100,12,2,1,2,2,2,3,1,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
1856,3,1335,3,2,4,3,3,2,3,2,21000.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,3,1,0,0
1872,3,1105,0,2,1,2,11,2,3,1,28000.0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,0,0,1
1877,3,1100,5,2,2,2,4,3,3,1,21000.0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,3,0,0,1
1881,4,1500,8,3,2,4,1,1,3,3,30000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,1,0,0
1882,3,1000,1,2,4,2,1,3,3,2,18000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,3,1,0,0
1889,3,1320,3,2,2,2,3,2,3,3,21500.0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,3,1,0,0
1890,4,1635,3,3,2,3,2,2,3,3,50000.0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,2,3,1,0,0
1893,3,1000,9,2,4,3,2,2,3,0,21000.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,1,0
1897,2,500,1,1,4,1,1,1,3,0,26000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,1,0,0,1
1901,4,2100,9,3,4,3,2,1,3,2,35000.0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,3,1,0,0
1902,4,1833,10,3,3,3,2,2,3,2,37000.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,2,1,0,0
1907,3,1850,4,2,3,2,1,2,3,2,17000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1
1909,3,1251,2,2,1,2,1,2,3,2,18000.0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,3,1,0,0
1910,3,1200,0,2,4,2,3,3,3,2,23000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,3,1,0,0
1913,3,1415,5,2,1,2,4,1,3,1,24000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,3,1,0,0
1914,4,1640,15,3,3,2,2,2,3,2,35000.0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,3,0,0,1
1917,3,1100,10,2,2,2,0,1,3,1,21000.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,1,0,0
1918,4,2000,1,3,2,3,4,2,3,2,23000.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1
1919,3,1079,8,2,1,2,2,2,3,2,13500.0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,3,0,1,0
1920,4,1750,0,3,2,3,4,2,3,3,35000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3,0,0,1
1921,3,1200,2,2,1,3,1,1,3,2,20000.0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,3,0,0,1
1923,3,950,5,2,2,2,2,1,3,1,21000.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,3,1,0,0
1925,4,980,0,2,2,2,2,2,3,1,35000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
1926,4,1320,1,2,1,1,4,2,3,2,15000.0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,3,0,0,1
1927,3,900,15,2,1,2,2,1,3,1,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
