,type,locality,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,water_supply,building_type,balconies,rent,LIFT,GYM,INTERNET,AC,CLUB,INTERCOM,POOL,CPA,FS,SERVANT,SECURITY,SC,GP,RWH,STP,HK,PB,VP,city,furnishing_encoded,parking_encoded
14854,1,Benniganahalli Ward,SEMI_FURNISHED,TWO_WHEELER,150,5.0,1.0,4,1.0,1.0,2,1,0.0,8000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0
14855,3,Dr. Raj Kumar Ward,SEMI_FURNISHED,BOTH,1000,5.0,2.0,1,2.0,1.0,2,1,2.0,20000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
14857,3,Malagala,SEMI_FURNISHED,TWO_WHEELER,1200,14.0,1.0,1,2.0,0.0,2,1,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
14862,3,Hosakerehalli,SEMI_FURNISHED,BOTH,900,1.0,2.0,2,2.0,2.0,2,1,0.0,11500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
14865,4,Jeevanbhima Nagar,SEMI_FURNISHED,TWO_WHEELER,1100,7.0,2.0,2,2.0,2.0,3,1,1.0,30000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0
14869,3,Vignananagar,SEMI_FURNISHED,TWO_WHEELER,1200,7.0,2.0,1,2.0,0.0,1,1,1.0,12000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
14871,2,Kaggadasapura,SEMI_FURNISHED,TWO_WHEELER,500,1.0,1.0,1,1.0,0.0,1,1,1.0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
14872,2,Suddagunte Palya Ward,SEMI_FURNISHED,TWO_WHEELER,300,5.0,1.0,4,1.0,1.0,2,1,1.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
14873,2,Bhuvaneshwari Nagar,SEMI_FURNISHED,TWO_WHEELER,500,5.0,1.0,1,1.0,1.0,1,1,0.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
14875,3,Madiwala,SEMI_FURNISHED,FOUR_WHEELER,1200,5.0,2.0,2,2.0,2.0,2,1,1.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2
14877,2,Pattabhiram Nagar,SEMI_FURNISHED,BOTH,800,15.0,1.0,2,2.0,0.0,1,1,0.0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3
14878,3,Suddagunte Palya Ward,SEMI_FURNISHED,TWO_WHEELER,700,5.0,2.0,2,0.0,1.0,1,1,1.0,17000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
14880,3,Jayanagar,SEMI_FURNISHED,BOTH,1500,10.0,2.0,2,2.0,0.0,1,1,0.0,22000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
14881,1,Jakkasandra,SEMI_FURNISHED,BOTH,1550,3.0,2.0,2,3.0,3.0,2,1,2.0,25000.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,2,1,3
14882,3,Hosakerehalli,SEMI_FURNISHED,TWO_WHEELER,800,0.0,2.0,1,2.0,0.0,2,1,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
14883,2,Madiwala,SEMI_FURNISHED,TWO_WHEELER,375,5.0,1.0,2,1.0,1.0,1,1,0.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
14891,4,HSR Layout,SEMI_FURNISHED,BOTH,1600,3.0,3.0,1,3.0,2.0,2,1,2.0,40000.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,3
14892,4,Katriguppe,SEMI_FURNISHED,BOTH,1600,7.0,3.0,2,3.0,2.0,1,1,2.0,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
14893,3,C V Raman Nagar,FULLY_FURNISHED,NONE,900,20.0,2.0,2,2.0,0.0,1,1,0.0,14000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
14899,3,HSR Layout,SEMI_FURNISHED,TWO_WHEELER,600,4.0,1.0,1,1.0,0.0,1,1,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
14900,4,Shankar Matt Ward,SEMI_FURNISHED,BOTH,1200,10.0,2.0,1,3.0,1.0,1,1,2.0,21000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
14902,2,Katriguppe,SEMI_FURNISHED,TWO_WHEELER,400,2.0,1.0,2,1.0,2.0,2,1,1.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
14903,3,Dodda Nekkundi,SEMI_FURNISHED,TWO_WHEELER,1200,5.0,2.0,2,2.0,0.0,2,1,0.0,20000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
14904,2,BTM Layout,SEMI_FURNISHED,TWO_WHEELER,480,5.0,1.0,2,1.0,2.0,2,1,1.0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
14908,3,Gayatri Nagar,SEMI_FURNISHED,BOTH,600,6.0,1.0,1,1.0,0.0,2,1,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
14910,3,Banashankari,SEMI_FURNISHED,BOTH,1200,10.0,1.0,2,2.0,0.0,1,1,0.0,18000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3
14911,3,Gayatri Nagar,NOT_FURNISHED,NONE,600,15.0,1.0,1,0.0,1.0,1,1,1.0,13000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1
14912,3,Yelchenahalli Ward,SEMI_FURNISHED,TWO_WHEELER,1100,5.0,2.0,2,2.0,2.0,2,1,0.0,16000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0
14913,3,Ejipura,SEMI_FURNISHED,NONE,1130,10.0,2.0,2,2.0,1.0,1,1,1.0,25000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1
14916,2,BTM Layout,SEMI_FURNISHED,TWO_WHEELER,500,5.0,1.0,2,1.0,1.0,3,1,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0
14921,2,Shanthi Nagar,NOT_FURNISHED,NONE,400,10.0,1.0,1,0.0,0.0,2,1,0.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
14925,3,Banashankari,SEMI_FURNISHED,BOTH,650,14.0,1.0,2,2.0,2.0,1,1,1.0,18000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3
14926,3,Koramangala,SEMI_FURNISHED,FOUR_WHEELER,750,3.0,2.0,1,2.0,3.0,3,1,0.0,18500.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,2
14927,3,Bommanahalli,SEMI_FURNISHED,BOTH,900,3.0,2.0,3,2.0,0.0,2,1,0.0,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
14932,2,Hosakerehalli,SEMI_FURNISHED,TWO_WHEELER,600,2.0,1.0,1,1.0,1.0,2,1,0.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
14937,4,Pattabhiram Nagar,SEMI_FURNISHED,BOTH,1600,10.0,3.0,4,3.0,0.0,1,1,0.0,45000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
14940,3,Bellanduru,SEMI_FURNISHED,BOTH,1000,5.0,2.0,1,2.0,1.0,3,1,1.0,18000.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2,1,3
14943,3,ISRO Layout,SEMI_FURNISHED,TWO_WHEELER,800,5.0,2.0,1,2.0,1.0,2,1,0.0,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
14944,3,Vignananagar,SEMI_FURNISHED,TWO_WHEELER,600,6.0,2.0,1,2.0,1.0,2,1,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
14945,3,Vignananagar,SEMI_FURNISHED,NONE,700,10.0,2.0,2,1.0,1.0,2,1,1.0,13500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1
14947,3,Banashankari,NOT_FURNISHED,TWO_WHEELER,600,3.0,1.0,1,1.0,1.0,1,1,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0
14953,3,Rajarajeshwari Nagar,SEMI_FURNISHED,BOTH,800,2.0,1.0,2,2.0,0.0,2,1,0.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
14955,3,Basaveshwaranagar,SEMI_FURNISHED,TWO_WHEELER,1000,10.0,2.0,1,3.0,0.0,2,1,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
14957,1,Domlur,SEMI_FURNISHED,TWO_WHEELER,150,17.0,1.0,4,1.0,0.0,1,1,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
14963,2,Yelchenahalli Ward,SEMI_FURNISHED,TWO_WHEELER,550,10.0,1.0,1,1.0,0.0,1,1,0.0,9500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
14964,3,Bilekahalli,SEMI_FURNISHED,TWO_WHEELER,900,15.0,2.0,2,2.0,3.0,1,1,1.0,23000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
14967,3,Jakkasandra,SEMI_FURNISHED,NONE,600,7.0,1.0,2,2.0,2.0,2,1,1.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1
14968,2,Jaraganahalli Ward,SEMI_FURNISHED,TWO_WHEELER,500,0.0,1.0,2,1.0,3.0,3,1,1.0,8500.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
14970,3,AGS Layout,SEMI_FURNISHED,TWO_WHEELER,900,6.0,2.0,1,2.0,1.0,2,1,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
14972,3,Chikkapete,NOT_FURNISHED,TWO_WHEELER,600,10.0,2.0,1,0.0,3.0,2,1,0.0,10000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
14976,1,Koramangala,SEMI_FURNISHED,TWO_WHEELER,450,7.0,1.0,2,1.0,3.0,2,1,1.0,13500.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,2,1,0
14977,2,Bommanahalli,NOT_FURNISHED,TWO_WHEELER,400,8.0,1.0,1,0.0,1.0,3,1,0.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
14982,3,Shankar Matt Ward,SEMI_FURNISHED,TWO_WHEELER,800,7.0,1.0,2,2.0,2.0,1,1,0.0,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
14983,3,Hosakerehalli,SEMI_FURNISHED,BOTH,1100,4.0,2.0,2,2.0,1.0,2,1,1.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,3
14984,1,JP Nagar,SEMI_FURNISHED,BOTH,180,8.0,1.0,1,0.0,3.0,1,1,1.0,8500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
14986,3,Nagarabhavi,SEMI_FURNISHED,BOTH,1545,5.0,2.0,1,3.0,1.0,2,1,1.0,15000.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,2,1,3
14987,3,BTM Layout,SEMI_FURNISHED,TWO_WHEELER,700,13.0,1.0,1,2.0,0.0,2,1,0.0,14000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
14989,3,Nagarabhavi,SEMI_FURNISHED,TWO_WHEELER,600,6.0,2.0,2,2.0,0.0,1,1,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
14995,2,BTM Layout,SEMI_FURNISHED,TWO_WHEELER,800,20.0,1.0,2,1.0,0.0,1,1,0.0,8500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
15003,3,Hoysala Nagara,SEMI_FURNISHED,NONE,450,3.0,1.0,3,2.0,3.0,2,1,1.0,13000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
15004,3,Others,SEMI_FURNISHED,BOTH,900,0.0,2.0,2,2.0,4.0,2,1,1.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
15009,3,Domlur,NOT_FURNISHED,TWO_WHEELER,800,10.0,1.0,4,0.0,1.0,1,1,1.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
15010,3,Ambalipura,SEMI_FURNISHED,BOTH,1105,7.0,2.0,2,2.0,2.0,1,1,2.0,20500.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,2,1,3
15013,2,Yelchenahalli Ward,SEMI_FURNISHED,TWO_WHEELER,500,10.0,1.0,2,2.0,0.0,2,1,1.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
15014,3,Jnana Bharathi,SEMI_FURNISHED,TWO_WHEELER,700,10.0,2.0,1,2.0,1.0,2,1,0.0,9500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,0
15016,3,Kodihalli,SEMI_FURNISHED,TWO_WHEELER,800,0.0,2.0,2,2.0,2.0,1,1,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
15017,3,Shivanagara,SEMI_FURNISHED,NONE,600,3.0,2.0,2,1.0,2.0,2,1,1.0,14000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
15021,3,Kumaraswamy Layout,NOT_FURNISHED,TWO_WHEELER,900,20.0,2.0,2,3.0,0.0,1,1,2.0,20000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
15022,3,Indiranagar,SEMI_FURNISHED,TWO_WHEELER,1000,10.0,2.0,1,2.0,0.0,1,1,1.0,19000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,1,0
15024,3,Bellanduru,SEMI_FURNISHED,BOTH,815,8.0,2.0,2,3.0,0.0,2,1,0.0,17000.0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
15025,3,Koramangala,SEMI_FURNISHED,TWO_WHEELER,1200,5.0,1.0,1,2.0,2.0,1,1,1.0,26000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
15028,3,Mahalakshmipuram,SEMI_FURNISHED,BOTH,1020,20.0,2.0,4,2.0,0.0,2,1,0.0,15000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,3
15032,2,Shanthi Nagar,NOT_FURNISHED,TWO_WHEELER,378,10.0,1.0,2,0.0,1.0,2,1,1.0,10000.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0
15033,2,Hoodi,SEMI_FURNISHED,BOTH,600,4.0,1.0,2,1.0,2.0,1,1,1.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,3
15034,3,Basavanagudi,SEMI_FURNISHED,TWO_WHEELER,450,4.0,1.0,2,1.0,2.0,1,1,0.0,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
15035,3,Banashankari,SEMI_FURNISHED,TWO_WHEELER,750,15.0,2.0,3,2.0,1.0,1,1,1.0,12500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0
15037,2,Gurappanapalya Ward,SEMI_FURNISHED,TWO_WHEELER,500,1.0,1.0,2,1.0,3.0,2,1,0.0,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
15043,3,Vignananagar,SEMI_FURNISHED,BOTH,900,5.0,1.0,1,2.0,0.0,1,1,0.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
15044,3,Konena Agrahara Ward,SEMI_FURNISHED,TWO_WHEELER,1200,3.0,2.0,1,2.0,2.0,2,1,0.0,17000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0
15049,4,Rajarajeshwari Nagar,SEMI_FURNISHED,BOTH,1350,0.0,3.0,1,3.0,2.0,2,1,1.0,19000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,3
15050,3,Jnana Bharathi,SEMI_FURNISHED,TWO_WHEELER,700,0.0,2.0,2,3.0,1.0,2,1,1.0,11000.0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0
15053,3,Banashankari,SEMI_FURNISHED,TWO_WHEELER,600,5.0,1.0,2,1.0,1.0,2,1,1.0,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0
15055,3,Jnana Bharathi,SEMI_FURNISHED,TWO_WHEELER,1200,5.0,2.0,1,2.0,2.0,2,1,0.0,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
15056,1,Jogupalya,SEMI_FURNISHED,BOTH,300,8.0,1.0,2,1.0,2.0,2,1,1.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
15061,3,Hosa Tippasandra,NOT_FURNISHED,TWO_WHEELER,800,15.0,1.0,1,0.0,0.0,1,1,0.0,22000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0
15062,3,Suddagunte Palya Ward,SEMI_FURNISHED,NONE,600,10.0,1.0,1,1.0,2.0,1,1,1.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
15063,3,Bommanahalli,SEMI_FURNISHED,TWO_WHEELER,750,1.0,1.0,1,2.0,1.0,2,1,1.0,13000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0
15064,2,Bhuvaneshwari Nagar,SEMI_FURNISHED,TWO_WHEELER,550,4.0,1.0,1,1.0,0.0,1,1,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,1,0
15065,3,Agaram,SEMI_FURNISHED,TWO_WHEELER,600,10.0,2.0,2,2.0,1.0,1,1,1.0,17000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
15067,3,Rajarajeshwari Nagar,SEMI_FURNISHED,TWO_WHEELER,1200,10.0,2.0,4,2.0,0.0,2,1,0.0,20000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
15069,2,Hagadur,SEMI_FURNISHED,TWO_WHEELER,320,3.0,1.0,2,1.0,1.0,2,1,1.0,12500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
15074,2,Suddagunte Palya Ward,SEMI_FURNISHED,TWO_WHEELER,400,10.0,1.0,3,1.0,2.0,2,1,0.0,8000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0
15078,3,Hosakerehalli,SEMI_FURNISHED,TWO_WHEELER,900,6.0,2.0,1,2.0,2.0,2,1,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
15081,4,Basavanagudi,SEMI_FURNISHED,BOTH,1400,8.0,3.0,2,3.0,1.0,2,1,1.0,30000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
15082,3,Shivanagara,SEMI_FURNISHED,NONE,1800,7.0,2.0,2,2.0,2.0,1,1,1.0,23000.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1
15084,2,Koramangala,NOT_FURNISHED,NONE,400,5.0,1.0,3,1.0,0.0,1,1,1.0,10500.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,2,0,1
15087,3,Dodda Nekkundi,NOT_FURNISHED,TWO_WHEELER,700,10.0,1.0,1,0.0,0.0,1,1,0.0,14000.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0
15088,2,Halasuru,SEMI_FURNISHED,TWO_WHEELER,550,10.0,1.0,1,1.0,3.0,1,1,1.0,12000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0
15089,2,Rajarajeshwari Nagar,SEMI_FURNISHED,TWO_WHEELER,500,0.0,1.0,1,1.0,4.0,2,1,0.0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
15091,3,Austin Town,SEMI_FURNISHED,TWO_WHEELER,500,2.0,1.0,4,1.0,4.0,1,1,0.0,12500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
15092,3,Suddagunte Palya Ward,SEMI_FURNISHED,TWO_WHEELER,850,7.0,2.0,2,2.0,2.0,1,1,1.0,18000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
15095,2,Hagadur,SEMI_FURNISHED,BOTH,1000,10.0,1.0,1,2.0,0.0,3,1,0.0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
15099,4,Sarakki,SEMI_FURNISHED,BOTH,1200,7.0,2.0,2,3.0,0.0,2,1,1.0,22000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
15101,2,Ejipura,SEMI_FURNISHED,TWO_WHEELER,600,5.0,1.0,4,1.0,0.0,2,1,1.0,11000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
15102,3,Narayanapura,SEMI_FURNISHED,TWO_WHEELER,800,5.0,2.0,1,2.0,0.0,1,1,1.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
15104,3,Hosakerehalli,SEMI_FURNISHED,TWO_WHEELER,600,5.0,1.0,2,1.0,1.0,2,1,0.0,8500.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0
15106,3,Gurappanapalya Ward,SEMI_FURNISHED,TWO_WHEELER,1100,15.0,2.0,1,0.0,1.0,1,1,1.0,16500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
15107,1,BTM Layout,SEMI_FURNISHED,TWO_WHEELER,150,10.0,1.0,2,1.0,0.0,1,1,0.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
15109,3,Bhuvaneshwari Nagar,SEMI_FURNISHED,TWO_WHEELER,1000,1.0,2.0,2,2.0,1.0,3,1,2.0,12000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0
15110,3,Agaram,SEMI_FURNISHED,TWO_WHEELER,850,5.0,2.0,2,1.0,1.0,2,1,1.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,0
15113,2,Yemaluru,NOT_FURNISHED,TWO_WHEELER,400,1.0,1.0,1,0.0,1.0,1,1,0.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
15116,3,Munekolala,SEMI_FURNISHED,TWO_WHEELER,1200,6.0,2.0,2,1.0,0.0,2,1,0.0,14500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
15118,4,Benniganahalli Ward,SEMI_FURNISHED,BOTH,1200,1.0,2.0,1,3.0,0.0,1,1,1.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3
15119,3,Jaraganahalli Ward,SEMI_FURNISHED,BOTH,900,2.0,2.0,1,2.0,3.0,2,1,1.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
15120,3,Nagarabhavi,SEMI_FURNISHED,TWO_WHEELER,1100,5.0,2.0,1,2.0,0.0,2,1,0.0,17500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
15125,3,Suddagunte Palya Ward,SEMI_FURNISHED,TWO_WHEELER,1000,8.0,1.0,2,2.0,1.0,2,1,1.0,17000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0
15129,2,Srinagar,NOT_FURNISHED,TWO_WHEELER,350,15.0,1.0,3,0.0,0.0,1,1,0.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
15133,3,Yediyur Ward,SEMI_FURNISHED,TWO_WHEELER,750,6.0,2.0,4,2.0,1.0,1,1,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
15139,3,Gali Anjenaya Temple ward,NOT_FURNISHED,TWO_WHEELER,600,10.0,1.0,1,0.0,1.0,1,1,0.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
15140,2,Basavanagudi,SEMI_FURNISHED,TWO_WHEELER,450,5.0,1.0,1,1.0,1.0,2,1,1.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
15143,3,Hosakerehalli,SEMI_FURNISHED,TWO_WHEELER,800,0.0,1.0,1,1.0,1.0,2,1,1.0,10500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0
15145,3,Bilekahalli,SEMI_FURNISHED,NONE,550,1.0,1.0,2,2.0,0.0,1,1,0.0,13000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1
15147,2,Kumaraswamy Layout,SEMI_FURNISHED,BOTH,700,7.0,1.0,2,2.0,1.0,2,1,1.0,12000.0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,3
15155,3,Hemmigepura,SEMI_FURNISHED,BOTH,1200,3.0,2.0,2,2.0,3.0,1,1,0.0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3
15157,1,Koramangala,SEMI_FURNISHED,TWO_WHEELER,250,0.0,1.0,4,1.0,2.0,1,1,0.0,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
15160,3,Jnana Bharathi,SEMI_FURNISHED,TWO_WHEELER,1200,5.0,2.0,2,2.0,0.0,1,1,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
