type,locality,property_size,property_age,bathroom,facing,cup_board,floor,water_supply,building_type,balconies,rent,LIFT,GYM,INTERNET,AC,CLUB,INTERCOM,POOL,CPA,FS,SERVANT,SECURITY,SC,GP,RWH,STP,HK,PB,VP,furnishing_encoded,parking_encoded
4,Lakkasandra,1000,10,2,2,2,1,1,1,1,20000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
2,Madiwala,400,10,1,1,2,0,1,1,0,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,Kadugodi,600,5,1,2,1,3,3,1,0,9000,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0
3,Kumaraswamy Layout,650,10,1,1,2,1,2,1,0,12000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,Byrasandra Ward,350,8,1,2,1,2,1,1,1,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,Kumaraswamy Layout,1000,0,2,2,2,2,2,1,0,20000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Shanthala Nagar,550,8,2,2,0,2,1,1,2,15000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2,Lal Bahadur Shastri Nagar,500,1,1,2,1,0,2,1,0,8500,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3
3,Narayanapura,500,10,2,1,2,0,3,1,0,12000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Jeevanbhima Nagar,800,10,1,3,2,0,2,1,0,20000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4,Basaveshwaranagar,1200,5,2,1,3,2,1,1,1,18000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,Shakambari Nagar,400,1,1,2,1,1,1,1,0,8000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,Agaram,550,7,1,2,1,1,1,1,0,12000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Kottigepalya,925,0,2,2,2,1,1,1,1,14500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
3,Kaveri Layout,1300,3,2,3,2,2,2,1,2,16000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3
2,Prakash Nagar Ward,400,0,1,1,0,2,2,1,0,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Others,900,3,1,2,2,0,1,1,0,22000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3,Kumaraswamy Layout,900,8,2,2,2,1,1,1,1,11000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3
4,Jeevanbhima Nagar,1500,18,2,3,2,1,1,1,0,35000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,HSR Layout,1200,10,2,1,2,3,1,1,1,20000,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,BTM Layout,600,5,1,1,0,1,1,1,0,10000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3
3,Bellanduru,1200,3,2,1,2,1,1,1,1,16000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Jayanagar,850,8,1,3,2,0,1,1,0,16000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,Nagarabhavi,1000,1,2,2,2,3,2,1,0,14000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2,Shakambari Nagar,500,5,1,2,2,0,1,1,0,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Hosakerehalli,600,4,2,1,2,1,1,1,1,10000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
3,Shakambari Nagar,450,15,1,3,0,1,1,1,1,8700,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,Vannarpetai,1000,12,1,1,2,1,1,1,1,15000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Kamakshi Palya,1200,1,2,2,2,0,2,1,0,20000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,Vignananagar,600,7,1,2,1,1,2,1,1,10500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Vignananagar,1000,10,2,1,1,0,2,1,0,15000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Suddagunte Palya Ward,600,10,1,3,2,0,1,1,1,13000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,Suddagunte Palya Ward,600,0,1,3,1,1,2,1,1,14500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,Halasuru,550,1,1,2,1,2,2,1,1,15500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Basavanagudi,832,10,2,1,2,2,1,1,2,20000,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0
3,Girinagar,1100,8,2,1,2,1,2,1,1,12500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Hampi Nagar,700,10,1,3,0,1,1,1,1,8500,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2,HSR Layout,1200,5,1,3,3,0,2,1,1,17000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
2,Narayanapura,550,0,1,1,1,3,2,1,1,9000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3,Varthur,1000,3,1,1,3,2,1,1,0,12000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1,Koramangala,400,5,1,3,1,3,1,1,1,21000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
3,Hemmigepura,700,5,2,2,2,0,2,1,0,15000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Kodihalli,600,0,2,2,2,3,1,1,1,19000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,Sudhama Nagara,1200,1,2,1,2,4,2,1,1,25000,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3
2,HSR Layout,500,5,1,2,1,0,2,1,0,13500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Deepanjali Nagar,1450,6,3,4,2,0,1,1,0,16000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4,Domlur,1400,10,2,2,0,1,2,1,1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Jogupalya,500,5,1,1,1,1,3,1,1,11000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,Vignananagar,1150,12,2,2,2,1,1,1,1,17000,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,3
2,Kodihalli,600,10,1,2,0,0,1,1,2,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Hoysala Nagara,900,6,2,3,2,2,1,1,2,24000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
3,Chamarajpet,900,5,2,1,2,2,2,1,1,22000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3
3,Rajarajeshwari Nagar,1200,0,2,1,2,1,1,1,1,13000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2,Pattabhiram Nagar,500,15,1,2,1,2,1,1,1,13500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,Thubarahalli,400,1,1,2,1,0,2,1,0,9000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Shanthi Nagar,900,9,2,4,2,2,1,1,1,21000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,Kaggadasapura,400,5,1,1,0,1,1,1,0,12000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,Varthur,1000,0,2,1,2,0,3,1,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2
2,Kumaraswamy Layout,550,7,1,2,1,0,2,1,0,11000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,BTM Layout,1000,10,2,1,2,0,3,1,0,15000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,HSR Layout,500,3,1,2,1,2,1,1,1,22000,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Avalahalli,1000,8,1,1,2,0,1,1,0,12000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3,Thubarahalli,1250,0,2,2,2,2,3,1,2,20000,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
3,Girinagar,600,5,1,2,2,2,1,1,1,12000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,Ittamadu,600,6,1,1,1,1,2,1,1,9500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Pattabhiram Nagar,670,18,2,1,2,1,1,1,1,15300,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
2,Jakkasandra,450,2,1,2,1,2,1,1,1,17000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
4,Marenahalli,1500,0,2,1,3,1,2,1,1,27000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3,Mangammanapalya,1150,3,2,1,2,0,2,1,2,27000,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,3
3,Marenahalli,600,6,2,2,2,2,2,1,0,16000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Others,1250,8,2,2,2,0,2,1,0,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
3,Sriramamandir Ward,800,10,1,3,2,0,2,1,0,12000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3,Yelchenahalli Ward,800,5,2,1,1,2,2,1,1,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,Dodda Nekkundi,1200,5,1,1,1,0,1,1,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3,Hanumantha Nagar,1100,10,1,2,0,0,2,1,1,10000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
2,Bilekahalli,400,0,1,2,1,1,2,1,1,9000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2,Bellanduru,500,10,1,2,0,1,3,1,0,9000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3,Katriguppe,800,6,2,1,2,0,2,1,0,13000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,Basavanagudi,600,10,1,2,1,1,1,1,0,8000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Bellanduru,900,0,2,2,2,0,2,1,0,20000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,Madiwala,600,4,1,1,1,3,3,1,1,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Vignananagar,1300,12,2,2,3,1,2,1,0,18000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2
3,Ittamadu,700,10,2,2,2,2,2,1,0,10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,Bellanduru,800,5,1,1,1,2,1,1,1,11000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2,Thippasandra,450,3,1,1,1,2,1,1,0,11000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3,Deepanjali Nagar,750,3,2,2,3,0,2,1,0,15000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Hosakerehalli,1000,8,2,2,2,1,1,1,1,14000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Srinagar,748,0,1,4,2,2,1,1,0,16000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Vannarpetai,800,6,2,2,2,2,2,1,1,15000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4,Rajarajeshwari Nagar,1500,6,2,2,2,3,2,1,2,14000,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
1,Bellanduru,250,1,1,1,1,3,2,1,0,8300,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Vannarpetai,600,1,1,1,0,2,2,1,1,10500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,C V Raman Nagar,340,12,1,2,1,2,1,1,1,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,Koramangala,325,5,1,1,1,2,2,1,0,10500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2,Jeevanbhima Nagar,350,10,1,2,1,0,2,1,0,12000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Kaggadasapura,1200,3,2,2,2,2,2,1,1,17000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
3,Banashankari,1000,10,2,1,2,1,1,1,1,15000,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,3
3,Banashankari,1200,10,1,1,2,2,2,1,1,17000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Ejipura,700,2,2,1,1,2,1,1,1,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,Banashankari,400,6,1,2,0,2,1,1,0,9500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Mangammanapalya,800,1,2,3,2,1,1,1,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,Marathahalli,650,4,1,4,2,3,3,1,1,9000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,Bhuvaneshwari Nagar,750,5,2,2,3,0,1,1,1,12500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Thubarahalli,1100,5,2,1,2,2,1,1,2,16000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,JP Nagar,300,5,1,1,1,2,1,1,1,10000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3,Jayanagar,800,5,1,2,1,2,2,1,1,12000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,Varthur,800,2,1,2,2,3,3,1,1,9500,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3,JP Nagar,900,15,1,2,2,1,2,1,1,14000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,Banashankari,1400,15,2,3,3,1,1,1,2,26000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3,Madiwala,600,2,3,2,2,0,1,1,1,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4,Katriguppe,1100,4,3,1,2,2,1,1,1,20000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Sampangiram Nagar Ward,400,10,1,4,0,0,1,1,0,9500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,HSR Layout,600,5,1,1,1,1,1,1,1,10500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3,Vignananagar,1200,3,2,2,0,1,1,1,1,17000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,Bellanduru,350,5,1,2,2,2,1,1,0,8500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,3
3,Hosakerehalli,1000,7,1,1,2,1,2,1,1,13000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3,Udaya Nagar,600,6,1,2,0,1,1,1,1,11000,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
3,Hoysala Nagara,1200,0,2,1,2,4,2,1,2,20000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3
3,Yelchenahalli Ward,1000,5,2,2,2,1,2,1,1,17000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2,Mangammanapalya,500,1,1,4,1,3,2,1,1,13000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,Avalahalli,600,0,2,1,2,0,2,1,0,9000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Halasuru,700,15,2,1,2,0,1,1,0,15000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3,BTM Layout,1200,10,1,2,0,0,1,1,0,17000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,Jaraganahalli Ward,650,6,2,2,2,2,2,1,0,11000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Shakambari Nagar,680,8,2,4,1,1,1,1,1,10000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3,Hosakerehalli,850,5,2,1,1,2,1,1,0,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,HSR Layout,800,8,2,2,2,2,1,1,1,16000,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,3
3,Vijayanagar,600,15,1,1,0,2,1,1,1,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Adugodi,450,6,1,2,0,0,1,1,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,Hongasandra,500,1,1,1,1,3,2,1,1,9500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4,Banashankari,1200,1,2,1,3,2,2,1,1,15000,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,2
3,Dodda Nekkundi,600,0,3,2,2,1,2,1,0,25000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Bellanduru,600,5,1,1,0,0,2,1,0,15000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3,Munekolala,700,10,2,1,2,1,2,1,0,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,Basaveshwaranagar,1600,7,2,2,0,2,2,1,1,35000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
3,Dodda Nekkundi,1200,3,2,2,2,2,2,1,1,12000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2,Cleveland Town,500,7,1,2,1,1,2,1,1,12000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Domlur,600,10,1,2,2,1,1,1,1,15000,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
2,Vignananagar,600,2,1,1,1,1,2,1,1,11500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Agaram,850,12,2,1,0,1,2,1,1,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2,Domlur,400,10,1,1,1,0,2,1,0,10000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
2,Madiwala,500,5,1,2,1,2,2,1,0,9500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
3,Jnana Bharathi,600,1,2,2,2,1,1,1,1,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Madiwala,700,6,2,4,2,2,1,1,1,20000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2,Sunkenahalli Ward,650,15,1,4,1,2,1,1,1,15000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Banashankari,1000,15,2,1,2,1,1,1,1,14000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Srinagar,750,4,2,1,2,1,2,1,1,9000,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
2,Yelchenahalli Ward,700,10,1,2,1,0,2,1,0,12000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,JP Nagar,850,3,1,2,1,2,2,1,1,12000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2,HSR Layout,500,3,1,1,0,0,1,1,1,12500,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0
3,Dodda Nekkundi,1200,6,2,2,2,1,2,1,1,16500,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3
4,Kamakshi Palya,1100,20,3,4,3,0,2,1,2,18000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,Bommanahalli,450,2,1,1,1,0,2,1,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
4,Prakash Nagar Ward,1350,7,2,2,3,2,2,1,1,23000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Marenahalli,600,20,2,2,2,2,3,1,0,14000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,Hoysala Nagara,150,6,1,2,1,3,1,1,0,10000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,Pattabhiram Nagar,300,2,1,3,1,2,1,1,0,8500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,Suddagunte Palya Ward,400,1,1,2,1,0,1,1,1,9000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
2,Maruthi Seva Nagar,600,0,1,2,1,2,2,1,2,12000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,Madiwala,500,3,1,2,1,1,2,1,0,10500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,AGS Layout,1000,0,2,1,2,2,2,1,1,14000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Jayanagar,1000,8,2,1,2,2,1,1,1,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3,Gayatri Nagar,1000,0,3,1,3,3,2,1,1,14500,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3
4,Basaveshwaranagar,1000,10,1,2,2,1,1,1,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,Ejipura,500,1,1,2,1,3,2,1,0,11500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,Kumaraswamy Layout,1530,4,1,2,0,2,3,1,1,8500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,Suddagunte Palya Ward,500,1,1,1,2,0,1,1,0,8500,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,2
2,Dodda Nekkundi,850,0,2,1,0,0,2,1,1,12000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Hanumantha Nagar,700,10,1,4,1,0,1,1,0,12000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3,Vignananagar,900,3,2,2,2,0,1,1,1,14000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4,AGS Layout,1280,2,2,1,3,3,1,1,2,12000,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,3
3,Basavanagudi,600,6,2,1,2,0,2,1,0,12000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Hampi Nagar,900,0,2,1,2,2,2,1,1,14000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Basaveshwaranagar,900,1,1,1,2,2,1,1,0,15000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,AECS Layout,150,0,1,2,1,1,1,1,1,9000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
3,Madiwala,800,6,2,1,2,1,2,1,0,13500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,Jakkasandra,400,2,1,1,1,1,3,1,0,10000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,Cleveland Town,450,15,1,2,0,1,1,1,0,13500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,Srinagar,1000,15,2,2,2,2,1,1,1,16000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,Thyagaraja Nagar,1000,5,2,2,2,2,2,1,2,19000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
2,HSR Layout,350,5,1,3,1,1,1,1,1,13500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Agaram,800,5,1,2,2,1,2,1,0,15500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,Basaveshwaranagar,600,10,1,1,1,2,1,1,1,8500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Hemmigepura,1100,8,2,2,2,2,1,1,1,14000,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2
1,HSR Layout,380,5,1,2,1,2,1,1,1,8500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3,HSR Layout,650,10,1,1,2,2,1,1,1,15000,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2
3,Madiwala,1000,5,2,3,2,3,2,1,1,14000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4,Marenahalli,1200,17,2,1,1,2,2,1,1,16000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
4,Kamakshi Palya,1100,22,2,4,2,1,1,1,2,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,Sriramamandir Ward,1200,5,2,1,3,2,1,1,1,16500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,Jayanagar,1350,3,3,4,3,0,2,1,0,35000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3
3,HAL Airport Ward,750,1,2,1,2,1,1,1,2,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3,Sarakki,500,4,1,3,2,2,2,1,1,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
